content,sentiment
aplikasi,POSITIF
excellent,POSITIF
sangat,POSITIF
susah,NEGATIF
oksip,POSITIF
ok,POSITIF
aplikasi,NEGATIF
mantap,POSITIF
aplikasi,NEGATIF
saya,NEGATIF
kmsnmon,POSITIF
repot,NEGATIF
sangat,POSITIF
sudah,NEGATIF
bikin,NEGATIF
aplikasi,NEGATIF
good,POSITIF
sangat,POSITIF
qajrz,POSITIF
nyaman,POSITIF
saat,NEGATIF
sy,POSITIF
good,POSITIF
ok,POSITIF
ribet,NEGATIF
berapa,NEGATIF
masa,POSITIF
mohon,POSITIF
banyak,NEGATIF
ok,POSITIF
apk,NEGATIF
awal,NEGATIF
ok,NEGATIF
baik,POSITIF
momidiapa,POSITIF
sukak,POSITIF
saya,NEGATIF
oke,POSITIF
aplikasi,NEGATIF
mudah,POSITIF
bagus,POSITIF
,POSITIF
makin,NEGATIF
ok,POSITIF
mantap,POSITIF
oke,POSITIF
mudah,POSITIF
aplikasi,NEGATIF
per,NEGATIF
jelek,NEGATIF
mantap,POSITIF
gabung,NEGATIF
waduh,NEGATIF
assalamualaikum,POSITIF
dah,NEGATIF
,POSITIF
,POSITIF
duli,POSITIF
saya,NEGATIF
aplikasi,NEGATIF
buruk,NEGATIF
zoonk,NEGATIF
aplikasi,NEGATIF
saya,NEGATIF
ok,POSITIF
aplikasi,NEGATIF
mantap,POSITIF
sangat,POSITIF
sulit,NEGATIF
bagus,POSITIF
biar,NEGATIF
jelek,NEGATIF
apk,NEGATIF
apk,NEGATIF
aplikasi,POSITIF
good,POSITIF
bagus,POSITIF
bantu,POSITIF
makin,POSITIF
terlalu,NEGATIF
migor,NEGATIF
ribet,NEGATIF
top,POSITIF
bagus,POSITIF
baguss,POSITIF
very,POSITIF
terimakasih,POSITIF
love,POSITIF
,POSITIF
ribet,NEGATIF
yah,POSITIF
,POSITIF
dengan,POSITIF
sudah,POSITIF
usefull,POSITIF
ribet,NEGATIF
bikin,NEGATIF
mantap,POSITIF
oke,POSITIF
buat,NEGATIF
aplikasi,NEGATIF
buruk,NEGATIF
moga,POSITIF
susah,NEGATIF
ok,POSITIF
is,POSITIF
aplikasi,NEGATIF
baik,POSITIF
paksin,POSITIF
sehat,POSITIF
emak,NEGATIF
sangat,POSITIF
knp,NEGATIF
nyusahi,NEGATIF
berteletele,NEGATIF
bagus,POSITIF
auk,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
masuk,NEGATIF
good,POSITIF
ga,NEGATIF
sangat,NEGATIF
bgus,NEGATIF
bagus,POSITIF
diupdate,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
terimakasih,POSITIF
baik,POSITIF
aplikasi,NEGATIF
capek,NEGATIF
aplikasi,NEGATIF
tidak,NEGATIF
sudah,NEGATIF
mau,NEGATIF
ragu,NEGATIF
ribet,NEGATIF
kok,POSITIF
ok,POSITIF
trimakasih,POSITIF
kok,NEGATIF
sangat,POSITIF
jadi,POSITIF
ribet,NEGATIF
terus,POSITIF
ribet,NEGATIF
sertifikat,NEGATIF
cukup,POSITIF
baik,POSITIF
mau,POSITIF
sulit,NEGATIF
baik,POSITIF
aplikasi,NEGATIF
ok,POSITIF
useless,NEGATIF
tanpa,POSITIF
nyusahin,NEGATIF
aplikasi,POSITIF
masa,NEGATIF
,POSITIF
mau,NEGATIF
sertifikat,NEGATIF
baik,POSITIF
wisisis,POSITIF
ok,POSITIF
akhir,NEGATIF
lelet,POSITIF
bikin,NEGATIF
biasa,POSITIF
indonesia,POSITIF
cuman,POSITIF
kasih,NEGATIF
jozz,POSITIF
mantaaap,POSITIF
jadi,NEGATIF
good,POSITIF
biar,NEGATIF
aplikasi,NEGATIF
karna,NEGATIF
alpikasi,POSITIF
sudah,NEGATIF
beli,NEGATIF
mantap,POSITIF
hanya,POSITIF
parahsertifikat,POSITIF
sangat,POSITIF
aplikasi,POSITIF
knapa,POSITIF
puyeng,NEGATIF
huuuuuu,NEGATIF
kenapa,NEGATIF
nyusahin,NEGATIF
aplikasi,NEGATIF
lelet,NEGATIF
good,POSITIF
puas,POSITIF
tidak,POSITIF
oke,POSITIF
good,POSITIF
sangat,POSITIF
bagaimana,NEGATIF
aplikasi,NEGATIF
sngt,POSITIF
r,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
luhut,NEGATIF
bug,NEGATIF
susah,NEGATIF
lot,NEGATIF
sangat,POSITIF
cepat,POSITIF
bagus,POSITIF
udah,NEGATIF
sering,NEGATIF
bantu,POSITIF
tegnologi,NEGATIF
mtp,POSITIF
ok,POSITIF
ini,POSITIF
bikin,NEGATIF
oke,POSITIF
susah,NEGATIF
bikin,NEGATIF
lama,NEGATIF
mndukung,POSITIF
keren,POSITIF
sangat,POSITIF
cara,NEGATIF
agak,POSITIF
,POSITIF
jadi,NEGATIF
solid,POSITIF
banyak,NEGATIF
sengsara,NEGATIF
aplikasi,NEGATIF
ada,POSITIF
ok,POSITIF
aplikasi,NEGATIF
oke,POSITIF
aplikasi,NEGATIF
maman,NEGATIF
aplikasi,NEGATIF
banyak,NEGATIF
error,NEGATIF
ok,POSITIF
sangat,POSITIF
poko,POSITIF
bagus,POSITIF
senang,POSITIF
bikin,NEGATIF
aplikasi,POSITIF
sangat,POSITIF
,POSITIF
lucu,NEGATIF
ok,POSITIF
wee,POSITIF
aplikasi,NEGATIF
jlli,NEGATIF
goodsssss,POSITIF
jual,NEGATIF
aplikasi,NEGATIF
jarang,NEGATIF
,NEGATIF
aplikasi,NEGATIF
keren,POSITIF
ini,POSITIF
oke,POSITIF
amria,NEGATIF
maaf,NEGATIF
aku,NEGATIF
moga,POSITIF
ini,NEGATIF
dari,NEGATIF
aplikasi,NEGATIF
mohon,POSITIF
rajin,NEGATIF
mantap,POSITIF
aplikasi,NEGATIF
ribet,POSITIF
aplikasi,NEGATIF
program,NEGATIF
aplikasi,POSITIF
markotop,POSITIF
,POSITIF
khd,NEGATIF
hanya,NEGATIF
good,POSITIF
sudah,NEGATIF
aplikasi,NEGATIF
buka,NEGATIF
bintang,NEGATIF
ok,POSITIF
tiap,NEGATIF
sampai,NEGATIF
hasil,NEGATIF
luar,POSITIF
,POSITIF
bantai,POSITIF
susah,NEGATIF
aplikasi,POSITIF
ok,POSITIF
tidak,POSITIF
ribet,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
unfaedah,NEGATIF
gajelas,NEGATIF
aplikasi,POSITIF
,POSITIF
aplikasi,NEGATIF
ribet,NEGATIF
aplikasi,NEGATIF
alhamdulillah,POSITIF
baik,POSITIF
ribet,NEGATIF
makasih,POSITIF
baik,POSITIF
kalo,NEGATIF
aplikasi,NEGATIF
gak,NEGATIF
kenapa,NEGATIF
buruk,NEGATIF
top,POSITIF
lumayan,POSITIF
aplikasi,NEGATIF
ok,POSITIF
update,POSITIF
gua,NEGATIF
gooooooddddd,POSITIF
game,NEGATIF
aplikasi,NEGATIF
,POSITIF
apk,NEGATIF
aplikasi,NEGATIF
keren,POSITIF
ok,POSITIF
ok,POSITIF
ribet,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
ribetslalu,NEGATIF
bgs,POSITIF
bintang,POSITIF
nyusahin,NEGATIF
sangat,POSITIF
sangat,POSITIF
bodh,POSITIF
aplikasi,NEGATIF
bikin,NEGATIF
b,NEGATIF
mvp,NEGATIF
hancur,NEGATIF
apla,NEGATIF
terimakasih,POSITIF
kembali,NEGATIF
haiii,POSITIF
bijak,NEGATIF
mau,NEGATIF
kecewa,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
good,POSITIF
gak,NEGATIF
repoot,NEGATIF
ngabisin,NEGATIF
harap,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
bagus,POSITIF
aplikasi,POSITIF
apl,POSITIF
ok,POSITIF
aplikasi,POSITIF
sangat,POSITIF
mantap,POSITIF
tidak,NEGATIF
f,NEGATIF
makin,NEGATIF
bener,NEGATIF
ok,POSITIF
nyusahin,NEGATIF
suka,NEGATIF
good,POSITIF
gag,NEGATIF
makin,NEGATIF
bagus,POSITIF
good,POSITIF
bagus,POSITIF
repot,NEGATIF
bagus,POSITIF
terimakasih,POSITIF
susah,NEGATIF
good,POSITIF
koplak,NEGATIF
aplikasi,NEGATIF
mantap,POSITIF
aplikasi,NEGATIF
bantai,POSITIF
bagus,POSITIF
apk,NEGATIF
g,NEGATIF
peduli,POSITIF
sulit,NEGATIF
tidak,NEGATIF
bikin,NEGATIF
jadi,NEGATIF
masuk,NEGATIF
sudah,NEGATIF
udah,NEGATIF
aplikasi,NEGATIF
apk,NEGATIF
jangan,NEGATIF
gak,NEGATIF
nyusahin,NEGATIF
aplikasi,NEGATIF
komuflase,NEGATIF
mantap,POSITIF
ribet,NEGATIF
dulu,NEGATIF
tuman,NEGATIF
ribet,NEGATIF
oke,POSITIF
terima,NEGATIF
apik,POSITIF
cuan,NEGATIF
alhamdulillah,POSITIF
mantap,POSITIF
ok,POSITIF
mlah,NEGATIF
aplikasi,POSITIF
bagus,POSITIF
aplikasi,NEGATIF
ribet,NEGATIF
sangat,POSITIF
no,POSITIF
bintang,NEGATIF
burik,NEGATIF
aplikasi,NEGATIF
ken,NEGATIF
ribet,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
macet,NEGATIF
ribet,NEGATIF
,NEGATIF
tidak,NEGATIF
bagus,POSITIF
apk,NEGATIF
ga,NEGATIF
sangat,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
pedulilindungi,POSITIF
ya,POSITIF
ruwettt,NEGATIF
maaf,NEGATIF
aplikasi,NEGATIF
lebih,POSITIF
aplikasi,NEGATIF
saya,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
keren,POSITIF
pak,NEGATIF
sangat,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
menyusahakan,NEGATIF
saya,NEGATIF
cukup,POSITIF
good,POSITIF
lelet,NEGATIF
baik,POSITIF
aplikasi,NEGATIF
tidak,NEGATIF
mayan,POSITIF
ok,POSITIF
hubung,NEGATIF
pengunaan,NEGATIF
ribet,NEGATIF
susah,NEGATIF
not,NEGATIF
mohon,NEGATIF
ribet,NEGATIF
ruwet,NEGATIF
ok,POSITIF
hahaha,NEGATIF
aplikasi,NEGATIF
susah,NEGATIF
gak,NEGATIF
ribet,NEGATIF
susah,NEGATIF
kontolodon,NEGATIF
ribet,NEGATIF
aplikasi,NEGATIF
jangan,NEGATIF
duh,NEGATIF
data,NEGATIF
tidak,NEGATIF
sangat,POSITIF
aplikasi,NEGATIF
susah,NEGATIF
ok,POSITIF
ok,POSITIF
sangat,POSITIF
aplikasi,NEGATIF
kmrin,POSITIF
apk,NEGATIF
ga,NEGATIF
update,POSITIF
baik,POSITIF
uda,NEGATIF
lot,NEGATIF
aplikasi,NEGATIF
ko,NEGATIF
jelek,NEGATIF
butut,NEGATIF
tolong,NEGATIF
bilang,NEGATIF
bagus,POSITIF
buruk,NEGATIF
gak,NEGATIF
aplikasi,NEGATIF
buruk,NEGATIF
grafik,NEGATIF
suka,POSITIF
lieeeeeuuuuurrr,NEGATIF
sertifikat,NEGATIF
ok,POSITIF
ora,NEGATIF
burukkk,NEGATIF
ruwetplok,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
tolong,NEGATIF
good,POSITIF
kok,NEGATIF
g,NEGATIF
ok,POSITIF
aplikasi,NEGATIF
gak,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
aplikasi,NEGATIF
good,POSITIF
sungguh,NEGATIF
lelet,NEGATIF
aplikasi,NEGATIF
install,NEGATIF
udah,NEGATIF
nyusahin,NEGATIF
bikin,NEGATIF
swezs,POSITIF
reibett,NEGATIF
terlalu,NEGATIF
ok,POSITIF
ok,POSITIF
songkolo,NEGATIF
aplikasi,NEGATIF
sertifikat,NEGATIF
ga,NEGATIF
aplikasi,NEGATIF
sya,NEGATIF
berjan,POSITIF
rasa,POSITIF
aplikasi,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
banyak,NEGATIF
bagus,POSITIF
paksin,POSITIF
ok,POSITIF
aplikasi,NEGATIF
aplikasi,POSITIF
riweuh,NEGATIF
cok,POSITIF
update,NEGATIF
terlalu,NEGATIF
ribet,NEGATIF
ribet,NEGATIF
beli,NEGATIF
repot,NEGATIF
baik,POSITIF
ok,POSITIF
oke,POSITIF
sertivikat,NEGATIF
ribet,NEGATIF
gk,NEGATIF
good,POSITIF
sangat,NEGATIF
ribet,NEGATIF
sangat,NEGATIF
sertifikat,NEGATIF
nyusahin,NEGATIF
susah,NEGATIF
akhir,NEGATIF
jos,POSITIF
useless,NEGATIF
super,NEGATIF
aku,POSITIF
ok,POSITIF
top,POSITIF
lot,NEGATIF
ok,POSITIF
saya,POSITIF
nambah,NEGATIF
peduli,POSITIF
not,NEGATIF
sama,NEGATIF
tk,POSITIF
saya,NEGATIF
banyak,NEGATIF
semogah,POSITIF
tidak,NEGATIF
sangat,POSITIF
peduli,POSITIF
kaga,NEGATIF
ga,NEGATIF
bikin,NEGATIF
data,NEGATIF
banyak,NEGATIF
saya,NEGATIF
bantu,POSITIF
ribet,NEGATIF
ok,POSITIF
good,POSITIF
praktis,POSITIF
pandu,POSITIF
dengan,POSITIF
tambah,NEGATIF
loading,NEGATIF
apa,NEGATIF
bacgu,POSITIF
aplikasi,NEGATIF
sertifikat,POSITIF
oke,POSITIF
v,NEGATIF
malah,NEGATIF
peduli,POSITIF
nomor,NEGATIF
mau,NEGATIF
aplikasi,NEGATIF
kode,NEGATIF
like,POSITIF
baru,NEGATIF
ribet,NEGATIF
ribet,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
gamenya,NEGATIF
ada,POSITIF
gin,POSITIF
kode,NEGATIF
te,NEGATIF
jangan,NEGATIF
sorry,POSITIF
jadi,POSITIF
,POSITIF
repot,NEGATIF
aplikasi,NEGATIF
masa,NEGATIF
lumayan,POSITIF
,NEGATIF
gk,NEGATIF
sudah,NEGATIF
baik,POSITIF
sangat,POSITIF
saya,NEGATIF
kok,NEGATIF
ga,NEGATIF
terimakasih,POSITIF
telah,NEGATIF
laman,NEGATIF
aplikasi,NEGATIF
good,POSITIF
mantappp,POSITIF
ini,NEGATIF
ruwetttt,NEGATIF
kenapa,NEGATIF
update,NEGATIF
apk,POSITIF
good,POSITIF
update,NEGATIF
ngga,NEGATIF
kenapa,NEGATIF
bikin,NEGATIF
sangat,POSITIF
aplikasi,NEGATIF
terlalu,NEGATIF
good,POSITIF
aplikasi,NEGATIF
ok,POSITIF
skrg,NEGATIF
proyek,NEGATIF
minta,NEGATIF
minimal,NEGATIF
sangat,NEGATIF
oke,POSITIF
payah,NEGATIF
mantap,POSITIF
aplikasi,NEGATIF
gak,NEGATIF
bagus,NEGATIF
luar,POSITIF
sangat,NEGATIF
oke,POSITIF
burukpertanyaan,NEGATIF
aplikasi,POSITIF
good,POSITIF
aplikasi,NEGATIF
sangat,POSITIF
baik,POSITIF
mas,POSITIF
banyak,NEGATIF
nyusahin,NEGATIF
good,POSITIF
aplikasi,NEGATIF
bagus,POSITIF
makan,NEGATIF
mantap,POSITIF
mantap,POSITIF
aplikasi,NEGATIF
gk,NEGATIF
sippp,POSITIF
sangat,POSITIF
kenapa,NEGATIF
dua,NEGATIF
aplikasi,NEGATIF
app,NEGATIF
gk,NEGATIF
akses,NEGATIF
nabillla,NEGATIF
tidak,NEGATIF
ribet,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
mantap,POSITIF
ribet,NEGATIF
ribet,NEGATIF
bikin,NEGATIF
sampah,NEGATIF
ini,NEGATIF
abis,NEGATIF
tidak,NEGATIF
zzrszz,POSITIF
mantap,POSITIF
bagus,POSITIF
apk,POSITIF
gak,NEGATIF
ribet,NEGATIF
aplikasi,NEGATIF
nyusahin,NEGATIF
bagus,POSITIF
duh,POSITIF
aplikasi,NEGATIF
ga,NEGATIF
entah,NEGATIF
susah,NEGATIF
muantapp,POSITIF
ok,POSITIF
sulit,NEGATIF
aplikasi,NEGATIF
sangat,NEGATIF
not,NEGATIF
bagus,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
trouble,NEGATIF
aplikasi,NEGATIF
muas,POSITIF
aplikasi,NEGATIF
code,NEGATIF
aplikasi,NEGATIF
ribet,NEGATIF
good,POSITIF
ok,POSITIF
good,POSITIF
banyak,NEGATIF
keren,POSITIF
,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
muas,POSITIF
telah,NEGATIF
aplikasi,NEGATIF
mantab,POSITIF
aplikasi,NEGATIF
apk,POSITIF
bagus,POSITIF
ngeribetin,NEGATIF
sudah,NEGATIF
terimakasih,POSITIF
aplikasi,NEGATIF
susah,NEGATIF
aplikasi,NEGATIF
ora,NEGATIF
gajelas,NEGATIF
ok,POSITIF
jadi,NEGATIF
hanya,NEGATIF
ok,POSITIF
mudah,POSITIF
ok,POSITIF
ribet,NEGATIF
buat,POSITIF
sip,POSITIF
good,POSITIF
gimana,NEGATIF
kalo,NEGATIF
apk,NEGATIF
apk,NEGATIF
ga,NEGATIF
ok,POSITIF
terimah,POSITIF
mantap,POSITIF
aplikasi,NEGATIF
overall,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
layan,POSITIF
mantaap,POSITIF
nyusahin,NEGATIF
bikin,NEGATIF
mantul,POSITIF
susah,NEGATIF
sulit,NEGATIF
sangat,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
bagus,POSITIF
ok,POSITIF
aplikasi,NEGATIF
menuhin,NEGATIF
ribed,NEGATIF
cuan,NEGATIF
tidak,NEGATIF
ruwet,NEGATIF
ini,NEGATIF
aplikasi,NEGATIF
nyusahin,NEGATIF
aplikasi,NEGATIF
korona,NEGATIF
ooo,POSITIF
mau,NEGATIF
sempurna,POSITIF
aplikasi,NEGATIF
gk,NEGATIF
sertifikat,POSITIF
jelek,NEGATIF
ok,POSITIF
lemah,NEGATIF
udah,NEGATIF
,POSITIF
ketika,NEGATIF
r,POSITIF
aplikasi,NEGATIF
covid,NEGATIF
unfaedah,NEGATIF
apk,NEGATIF
abis,NEGATIF
saya,NEGATIF
,NEGATIF
suka,POSITIF
gg,NEGATIF
lemoooooot,NEGATIF
sengsara,NEGATIF
ribet,NEGATIF
ribet,NEGATIF
lengkap,POSITIF
aplikasi,NEGATIF
bintang,NEGATIF
satu,POSITIF
susah,NEGATIF
mantul,POSITIF
saya,NEGATIF
,POSITIF
ga,NEGATIF
good,POSITIF
siip,NEGATIF
sff,POSITIF
ok,POSITIF
dari,NEGATIF
ribet,NEGATIF
ok,POSITIF
kata,NEGATIF
gas,NEGATIF
nyusahin,NEGATIF
good,POSITIF
system,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
apl,NEGATIF
ada,POSITIF
sangat,POSITIF
nambah,NEGATIF
sippp,POSITIF
apa,NEGATIF
sulit,NEGATIF
tiap,NEGATIF
aplikasi,NEGATIF
,NEGATIF
baik,POSITIF
lelet,NEGATIF
verifikasi,NEGATIF
atur,NEGATIF
sulit,NEGATIF
th,POSITIF
kenapa,NEGATIF
sangat,POSITIF
nice,NEGATIF
ckp,POSITIF
ganggu,NEGATIF
mantap,POSITIF
nambah,NEGATIF
mantap,POSITIF
aplikasi,NEGATIF
alhamdulillah,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
terlalu,NEGATIF
bagus,POSITIF
aplikasi,NEGATIF
unfaedah,NEGATIF
ribet,NEGATIF
sering,NEGATIF
ribet,NEGATIF
ribet,NEGATIF
bikin,NEGATIF
ribet,NEGATIF
ya,NEGATIF
bagus,POSITIF
aplikasi,NEGATIF
di,NEGATIF
ribettt,NEGATIF
bikin,NEGATIF
moga,NEGATIF
ok,POSITIF
oke,POSITIF
bagus,POSITIF
dah,NEGATIF
ok,POSITIF
mkn,NEGATIF
beli,NEGATIF
beli,NEGATIF
mantap,POSITIF
baik,POSITIF
saat,NEGATIF
susah,NEGATIF
u,NEGATIF
muas,POSITIF
bia,POSITIF
sengaja,POSITIF
otp,NEGATIF
ok,POSITIF
perlu,POSITIF
ribet,NEGATIF
sertifikat,NEGATIF
ruet,NEGATIF
kok,NEGATIF
ok,POSITIF
ok,POSITIF
capek,POSITIF
bagus,POSITIF
bgus,POSITIF
mantap,POSITIF
respon,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
duh,NEGATIF
lemouthhj,NEGATIF
aplikasi,NEGATIF
repot,NEGATIF
tolong,NEGATIF
sering,NEGATIF
aplikasi,NEGATIF
bikin,NEGATIF
ok,POSITIF
mau,NEGATIF
update,NEGATIF
ruwet,NEGATIF
up,NEGATIF
tunjang,POSITIF
tingkat,POSITIF
luhut,NEGATIF
moga,POSITIF
m,POSITIF
ngeribetin,NEGATIF
coba,POSITIF
sangat,POSITIF
pada,NEGATIF
mau,NEGATIF
sertifikat,NEGATIF
bagus,POSITIF
aplikasi,NEGATIF
ribet,NEGATIF
makin,NEGATIF
mantab,POSITIF
g,NEGATIF
ok,POSITIF
aplikasi,POSITIF
bagus,POSITIF
mau,NEGATIF
susah,NEGATIF
cocok,NEGATIF
ngerepotin,NEGATIF
nama,NEGATIF
geje,NEGATIF
saya,NEGATIF
appnya,NEGATIF
beli,NEGATIF
gut,POSITIF
angeeel,NEGATIF
aplikasi,NEGATIF
,NEGATIF
apakah,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
apk,NEGATIF
amplikasi,NEGATIF
oke,POSITIF
aplikasi,NEGATIF
oke,POSITIF
sangat,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
bikin,NEGATIF
gak,NEGATIF
mudah,POSITIF
bagus,POSITIF
awal,NEGATIF
unfaedah,NEGATIF
manfaat,POSITIF
kenapa,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
sulit,NEGATIF
bikin,NEGATIF
banyak,NEGATIF
bagus,POSITIF
surat,POSITIF
inpo,NEGATIF
udah,NEGATIF
apk,NEGATIF
hm,NEGATIF
sertifikat,NEGATIF
baik,POSITIF
terima,NEGATIF
ribet,NEGATIF
gk,NEGATIF
bagus,POSITIF
ok,POSITIF
aplikasi,NEGATIF
ok,POSITIF
susah,NEGATIF
lot,NEGATIF
lot,NEGATIF
oke,POSITIF
saya,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
please,NEGATIF
jelek,NEGATIF
bnyk,NEGATIF
pliss,NEGATIF
aplikasi,POSITIF
kayak,NEGATIF
badan,POSITIF
sulit,NEGATIF
norak,NEGATIF
jaring,POSITIF
terus,POSITIF
daftar,NEGATIF
ribet,NEGATIF
apk,NEGATIF
ribet,NEGATIF
sering,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
masya,POSITIF
aplikasi,NEGATIF
good,POSITIF
apa,NEGATIF
aplikasi,NEGATIF
susah,NEGATIF
mudah,NEGATIF
apk,NEGATIF
peduli,NEGATIF
sering,NEGATIF
padahal,POSITIF
dikit,NEGATIF
mau,POSITIF
eror,NEGATIF
baik,NEGATIF
burik,NEGATIF
sangat,POSITIF
aplikasi,NEGATIF
ngerepotin,NEGATIF
ketika,NEGATIF
ribetin,NEGATIF
aduh,NEGATIF
banyak,NEGATIF
negara,NEGATIF
bagus,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
siip,POSITIF
erorrrrrrrrr,NEGATIF
nyusahin,NEGATIF
kartu,NEGATIF
tydack,NEGATIF
dulu,POSITIF
aplikasi,NEGATIF
ngak,NEGATIF
bagus,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
sangat,POSITIF
ok,POSITIF
data,NEGATIF
ruwet,NEGATIF
tidak,NEGATIF
ribet,POSITIF
aplikasi,NEGATIF
aplikasi,NEGATIF
jelek,NEGATIF
ribet,NEGATIF
aman,POSITIF
sangat,POSITIF
apakah,POSITIF
kartu,NEGATIF
aplikasi,NEGATIF
terimakasih,POSITIF
tidak,NEGATIF
tolong,NEGATIF
nanti,NEGATIF
apk,NEGATIF
akan,NEGATIF
rbet,NEGATIF
aplikasi,NEGATIF
aplikasi,NEGATIF
jelek,NEGATIF
tidak,NEGATIF
aplikasi,NEGATIF
ntah,NEGATIF
kren,POSITIF
aplikasi,NEGATIF
udeh,NEGATIF
ruwet,NEGATIF
makin,NEGATIF
gak,NEGATIF
ribet,NEGATIF
teuing,NEGATIF
sangat,NEGATIF
apa,NEGATIF
mau,NEGATIF
good,POSITIF
akal,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
app,NEGATIF
aplikasi,NEGATIF
lg,POSITIF
error,NEGATIF
terlalu,NEGATIF
kenapa,NEGATIF
nyusahin,NEGATIF
goood,POSITIF
no,NEGATIF
aplikasi,NEGATIF
unfaidah,NEGATIF
mantap,POSITIF
update,NEGATIF
josss,POSITIF
mantulllll,POSITIF
asu,NEGATIF
jelek,NEGATIF
aplikasi,NEGATIF
jauh,POSITIF
sangat,NEGATIF
good,POSITIF
keren,POSITIF
kenapa,NEGATIF
aplikasi,NEGATIF
istimewa,POSITIF
moga,NEGATIF
bagus,POSITIF
lanjut,NEGATIF
tidak,NEGATIF
good,POSITIF
ribet,NEGATIF
aplikasi,NEGATIF
sulit,NEGATIF
susah,NEGATIF
mind,NEGATIF
aplikasi,NEGATIF
gak,NEGATIF
astri,POSITIF
lain,NEGATIF
bikin,NEGATIF
guna,POSITIF
ok,POSITIF
aplikasi,NEGATIF
kasih,NEGATIF
aplikasi,NEGATIF
ga,NEGATIF
banyak,NEGATIF
ga,NEGATIF
sangat,POSITIF
ok,NEGATIF
good,POSITIF
bikin,NEGATIF
wow,POSITIF
aplikasi,POSITIF
sering,NEGATIF
rakyat,NEGATIF
ke,NEGATIF
sering,NEGATIF
moga,POSITIF
sanggat,POSITIF
kasih,NEGATIF
sangat,POSITIF
kenapa,NEGATIF
aplikasi,NEGATIF
jadi,NEGATIF
gaguna,NEGATIF
unfaedah,NEGATIF
ribet,POSITIF
mau,NEGATIF
udah,NEGATIF
unfaedah,NEGATIF
bikin,NEGATIF
g,NEGATIF
oke,POSITIF
mantap,POSITIF
aplikasi,NEGATIF
masuk,NEGATIF
lebih,POSITIF
susah,NEGATIF
aplikasi,NEGATIF
ok,POSITIF
aplikasi,NEGATIF
untuk,POSITIF
apk,NEGATIF
makasih,POSITIF
bantu,POSITIF
suka,NEGATIF
nyusahin,NEGATIF
ribet,NEGATIF
hidup,NEGATIF
nyusahin,NEGATIF
aplikasi,NEGATIF
bodoh,NEGATIF
bagus,POSITIF
banyak,NEGATIF
bikin,NEGATIF
memuqskan,POSITIF
aplikasi,NEGATIF
lieur,NEGATIF
gabisa,NEGATIF
aplikasi,NEGATIF
tambah,NEGATIF
ribet,NEGATIF
nyusahin,NEGATIF
saya,NEGATIF
bikin,NEGATIF
sangat,POSITIF
susah,NEGATIF
aplikasi,NEGATIF
oh,NEGATIF
very,POSITIF
app,NEGATIF
aplikasi,NEGATIF
tidak,NEGATIF
mantap,POSITIF
makasih,POSITIF
sangat,POSITIF
aplikasi,NEGATIF
gabisa,NEGATIF
,POSITIF
disalahgunakan,NEGATIF
ok,POSITIF
aplikasi,NEGATIF
bagus,POSITIF
oke,POSITIF
makin,NEGATIF
bagus,POSITIF
ribet,NEGATIF
error,NEGATIF
error,NEGATIF
susah,NEGATIF
bagus,POSITIF
mantap,POSITIF
bagus,POSITIF
baik,POSITIF
aplikasi,NEGATIF
aplikasi,POSITIF
bereh,POSITIF
dikit,NEGATIF
phonecountrycode,NEGATIF
siip,POSITIF
best,POSITIF
tele,NEGATIF
sangat,POSITIF
verry,POSITIF
ora,NEGATIF
good,POSITIF
apk,NEGATIF
tambah,NEGATIF
ok,POSITIF
