content,sentiment
"Mohon maaf gw kasih bintang 1 soalnya gw udh vaksin booster tapi di sertifikat gaada sama sekali, sedangkan banyak temen gw yang ga vaksin tapi dapet sertifikatnya tolong kalo mau bantu rakyat yang bener, dengan adanya app ini dari awal juga udah nyusahin tau ga ? Plis sadar",NEGATIF
"Daftarnya susah banget, pdhl kode otp nya udah benar, tapi ga valid terus... Bikin greget aja nih aplikasi... Klo bkn krn hrs dpt sertifikat vaksin ga bakal download ni aplikasi... :(",NEGATIF
Bj CDh tgih h bt 9 tggu bbgbb;hh nun3r5 bbgbb hm ppl.I'm hhyou,POSITIF
Sangat membantu sekali,POSITIF
Aplikasi ruwet,NEGATIF
Mantap,POSITIF
Bagus jadi lebih memahami okee......................,POSITIF
App good,POSITIF
ok ok,POSITIF
Lugowo,NEGATIF
Knp kartu vaskin boster saya ga ada . Padahal udh vaksin,NEGATIF
Ok,POSITIF
lwmot banget pas dibuka,NEGATIF
Oke,POSITIF
dikit dikit pembaharua ga ada manfaatnya...klu bukan karena suruh donlot oleh pemerintah ga bakal pake nih aplikasi,NEGATIF
"Bagus,sangat membantu",POSITIF
Mantap,POSITIF
Disuruh bintang 5 oleh....,POSITIF
Bagusssssss,NEGATIF
aplikasi gajelas,NEGATIF
"mau claim sertifikat aja ribet nya mintak ampun salah satu kali disuruh tunggu sampai besok, udah hidup susah masih persulit hidup orang",NEGATIF
"Kok, hasil sertifikat vaksinya hilang semua si.. Padahal gak hapus data loh",NEGATIF
Bagus tapi setiap mau buka riwayat hasil tes ngga bisa dibuka. net::ERR_UNKNOWN_URL_SCHEME,POSITIF
Susah bet kalau mau log in..benerin lah..ganggu soalnya..kalu buat apk yang bener lah eror mulu,NEGATIF
Aplikasi PeduliLindungi sangat bermanfaat dan mudah di mengerti,POSITIF
Sudah cukup baik bisa menjadi standar aplikasi nasional. Tinggal kebijakan kerahasian data pengguna,POSITIF
Cukup membantu dalam hal informasi covid 19,NEGATIF
Sangat membantu,POSITIF
Puas,POSITIF
Matep,POSITIF
Saya sangat sangat kecewa sekali... ngecek sertivikat ber kali kali gagal terus. Padahal aplikasi sudah di apdet,NEGATIF
"Mau memasukkan data tanggal lahir, tdk bisa ditulis langsung, malah harus klik mundur per bulan pada tiap2 tahun, benar2 melelahkan klo spt itu",NEGATIF
Bagus,POSITIF
"Saya kecewa sama aplikasi ini, karna sertifikat vaksin saya gak keluar padahal saya ngisinya bener""malah dibawak muter gaje sama apknya",NEGATIF
Praktis dengan pemakaian aplikasi peduli lindungi ini.. asal jgn lg Lowbeth ajah HP nya dalam pemakaian di tempat2 umum..,POSITIF
Baik,POSITIF
Ga bisa klaim sertifikat vaksin,NEGATIF
Mantab,POSITIF
Baik,NEGATIF
Hunĺ86 7c,NEGATIF
Sangat puas,POSITIF
Mudah penggunaanya,POSITIF
Pemisi KK cara login gimana ya Qoc gak bisa login .?,NEGATIF
Sangat membantu,POSITIF
Alhamdulillah. Gak perlu vaksin. Masuk mall ciputra jakarta (citraland) cuma pura pura buka kamera di suruh securitynya formalitas aja.,NEGATIF
Sangat membantu,POSITIF
Kenapa tiap kali mau cek in ko gagal terus yah? Apa karna lupa cek out?,NEGATIF
Asik,POSITIF
Tolonglah saya mau unduh sertifikat vaksin selalu dituju ke laman claim sertifikat. Sampai kapan saya tidak bisa melihat sertifikat vaksin saya? Dan setiap orang yang memberi keluhan selalu dijawab akan kami perbaiki... Sampai kapan?,NEGATIF
Meri cantik,POSITIF
cacat su,NEGATIF
Sangat membantu. Apalagi bagi mereka yg sering berpergian..,POSITIF
The best..,POSITIF
Sangat membantu,POSITIF
Sangat bermanfaat luar biasa,POSITIF
Saya coba login layar putih semua dan saya uninstall ternyata juga sama kok aplikasi ini skrg super lemot bgt tolong di perbaikin kalau sewaktu-waktu butuh aplikasi nya masa tidak bisa ke buka,NEGATIF
Suka,POSITIF
Capeeee!!...status hiaju sertifikat TDK ada..ngacoooo aj logika nya ...klaim sertifikat hrs tau tgl vaksin...crosbcek data cukup nama sama tgl lahir sm jenis vaksin ..ga ush tgl vaksin segala..bikin ribett aj... ..KL ganti hp ga da menu ganti nomorrrr.......,NEGATIF
👍,NEGATIF
Ok,POSITIF
"Habis diperbaharui malah sertifikat hilang semua, terus gak busa cek.in Minta solusi.nya",NEGATIF
Gakebuka terus,NEGATIF
Sangat membantu,POSITIF
Aplikasi sampah. Bikin ribet doang. Ga guna. Cari cuan sampe nyusahin banyak orang. Ga gini juga kalo mau nyari duit lah,NEGATIF
Ga,NEGATIF
Membantu sangat berguna,POSITIF
"Sudah vaksin booster di tgl 1 april 2022, tp knp y, sampai skrg masih tertulis di aplikasi masih belum melakukan vaksin booster,,apa belum di input apa gmn y,,mhon dong segera input klo emang belum di input datanya🙏",NEGATIF
Aplikasi ini sangat membantu dlm mencari info ttg covid19 dan tempat vaksinasi. Terimakasih.,POSITIF
Oke,NEGATIF
Bagus,POSITIF
Aplikasi tidak berfungsi sejak up date,NEGATIF
Ck,POSITIF
Sungguh membantu,POSITIF
Mantap,POSITIF
Verry good,POSITIF
:v,NEGATIF
Seperti biasanya. Mengecewakan.,NEGATIF
"Sangat sulit mengisi tanggal lahir, harus klikk mundur satu per satu bulannya, jika umur 50 tahun maka ada 50 x 12 klik! hedewh. Seharusnya bisa langsung diketikkan, bukan klik kalender,",POSITIF
BGUS,POSITIF
Klaim sertifikaat tdk bisa,NEGATIF
"Membatu saya di perjalanan Gampang seken ketika akan naik kereta Cuma dikit bugs,semoga update lagi hilang ngin bugs nya",POSITIF
"Aa3333 a43 ,,,,, Ya Alloh V1 , 22222222222222222222111",NEGATIF
Mantap 👍👍👍,POSITIF
"Habis ganti HP. Mau masuk peduli lindungin, gagal terus. Masukkan nomor HP dan email yg di pakai. Malah di anggap tidak terdaftar. Gimana mau log in ?? Lupa password juga udah, di minta masukkan email. Lagi2 emailnya di tolak sistem peduli",NEGATIF
Ok baik,POSITIF
"Saya sudah booster tanggal 8 april 2022 dan abis itu sempet sertifikat nya sudah vaksin, tapi sekarang kenapa malah ada tulisan saya blom vaksin booster. Saya udah ngikutin prosedur kemenkes lewat website juga ga ada, gimana ini.",NEGATIF
Terimakasih,POSITIF
Lebih dimudahkan dan jelas penggunaannya.,POSITIF
Sangat ber guna untuk masuk ke mana sajah,POSITIF
Bgs,POSITIF
"Sudah booster, tapi status masih kuning. Akibatnya saya tidak bisa melakukan Check-in :-(",NEGATIF
"Gak jelas, masa nama orang masuk ke NIK saya",NEGATIF
"Pembaruan melulu,,, Hebatnya dimana COBA..???",NEGATIF
Saya masukin nmbr NIK salah mulu aneh jadi gbsa pake😭,NEGATIF
Sangat membingungkan sejak ikut ikutan vaksin gak tau fungsinya aplikasi ini apa... faedahnya apa dan kenapa harus download ini,NEGATIF
Gaktau mau isi apa,NEGATIF
Good,POSITIF
👌,POSITIF
Oke,POSITIF
Aplikasi stabil dan mudah digunakan,POSITIF
baik,POSITIF
"Gk bermanfaat,gk penting..kita yg susah mereka yang dpt cuan",NEGATIF
Ok banget puas,POSITIF
Ok,POSITIF
Mantap,POSITIF
Kalau buka itu langsung lag,NEGATIF
Ga bisa diinstall,NEGATIF
di update malah gabisa di buka,NEGATIF
"Woy tolong dong developerny gmn sih, apkny close mulu , saya sudah berkali² dimarahin sekurity , gra² apkny close, gadanta , gk usah bikin apk klo gk siap, hadeh😏 , tujuanny mempermudah malah jadi mempersulit",NEGATIF
Bagus si,POSITIF
Ok,POSITIF
"Sangat baik,",POSITIF
Bagus,POSITIF
Sangat membantu sekali!,POSITIF
"Semoga diperbaiki untuk pengaturan tanggal lahir sebaiknya menggunakan maual saja,",NEGATIF
KOMINFO GANTI MENTRI,NEGATIF
Mempesulit saat akan melakukan penulisan tgl lahir,NEGATIF
Respon tidak sesuai,NEGATIF
Sdh komplit,POSITIF
Sudah 2x vaksin status masih merah,NEGATIF
Bagus,POSITIF
bagus,POSITIF
Good,POSITIF
Saya sudah lama divaksin kedua tp sertifikat nya ngga muncul2 di aplikasi. Padahal beberapa perusahaan menerapkan persyaratan melamar kerja minimal harus ada sertifikat vaksin ke2. Benar2 menyusahkan rakyat saja peraturan ini!!!,NEGATIF
Menyulitkan,NEGATIF
Ga tau kenapa ga bisa download ke aplikasi peduli lindungi yang versi terbaru yaitu 4.4.7 padahal mau daftarkan vaksin non Indonesia dan aplikasi itu tidak bisa di akses lewat hp android saya,NEGATIF
Absen 12 Akbar Zaelani Maulana hadir,NEGATIF
Ok,POSITIF
Goog,POSITIF
"Saya kecewa dengan pedulilindungi kenapa setiap saya mau ubah data yang salah pada sertifikat saya, aplikasinya selalu erro pedahal saya mengikuti anjuran anjuran yang di tetap kan terlebih lagi sudah seminggu ini saya selalu mau mngubah data yg salah selalu SJ erro? Tolong🙏🙏 bisa di bantu, karena jujur saya benar benar sudah kecewa sekali",NEGATIF
Joss gandos mantap pokoe,POSITIF
Kode verifikasi belum masuk / susah masuk,NEGATIF
"SAYA MENOLAK UNTUK VAKSIN KE 4 LAGI,VAKSIN KEMAREN2 SAJA 1 S.D 3 MEMBUAT DADA SAYA TERASA SAKIT,SERING PUSING,FLU,BATUK,DAN JANTUNG SAYA BERDETAK TIDAK NORMAL,KEMAREN SEBELUM DI VAKSIN BADAN SAYA BAIK2 SAJA,NORMAL,PAS SETELAH DI VAKSIN 1 s.d 3 BADAN SAYA AGAK ANEH DAN TIDAK NORMAL.",NEGATIF
Ok,POSITIF
Good.. Cukup membantu,POSITIF
Oke sip,POSITIF
No hp sama no nik jg Sama sertivikat bosternya ga muncul?,NEGATIF
Bagus,POSITIF
Ribet perbaharui mulu,NEGATIF
Ok,POSITIF
Aplikasi human tracking,NEGATIF
Terima kasih,POSITIF
Bagus,POSITIF
Pada saat ini download link,POSITIF
sangat membantu sekali,POSITIF
Mantap,POSITIF
Aplikasi bagus 😎👍,POSITIF
Baik,POSITIF
Makin gk jelas,NEGATIF
Urusan jadi beres👍,POSITIF
Tolo,NEGATIF
"Kadang-kadang kesulitan signal karena ditiap tempat beda"" Kekuatan signal",POSITIF
Hebat,POSITIF
"diperbarui malah jadi gagal pas check in yg lain masih bisa sampe vaksin 2 kok ini gagal, trus kenapa status nya kuning, padahal klo udh vaksin 2 biasanya warna hijau",NEGATIF
lelet.,NEGATIF
Ok,POSITIF
mantap,POSITIF
Ikutin peraturan aj dah...,NEGATIF
Aplikasi bagus coba deh,POSITIF
Log in susah.....tolong dong....,NEGATIF
"Vaksinasi dengan Astra Zeneca sdh dilaksanakan di RSIA Husada Bunda Malang tgl 16 Juni 2021 dosis pertama, dan dosis kedua di RS yang sama pada tanggal 08 September 2021. Sedangkan Vaksin dosis ketiga atau Booster tgl 14 April 2022 dg Vaksin Pfizer di RS Lavalette Malang. 👍🇮🇩🙏Pedulu Lindungi Mantap.",POSITIF
Ok,POSITIF
Ok,POSITIF
Mantap,NEGATIF
Eror mending di hapus,NEGATIF
bagus,POSITIF
Terima kasih Peduli lindungi. Semoga tetap bisa memberikan service terbaikmu.,POSITIF
"Ko ada Nomor paspor nya si, mau daftar jd susah karena ngk tau no paspor apa",NEGATIF
yo ndak taonkok tanya saya,NEGATIF
Goblog,NEGATIF
"Aneh ga bisa scan barcode, kocak",NEGATIF
aplikasi sangat jelek,NEGATIF
Trimakasihhh ulasan ini sangat mrmbantu.,POSITIF
Keren,POSITIF
buka blokir,NEGATIF
Ok,POSITIF
Aplikasi yg memaksa kehendak,NEGATIF
Kenapa Pas saya mau QR Lokasi selalu gagal,POSITIF
Good,POSITIF
Terbaik,POSITIF
Peduli lindungi td bisa dibohongi hasilx akurat,NEGATIF
Unblock steam knt,NEGATIF
Sudah vaksin tapi sertifikat belum ada Sudah vaksin 3 tetapi sertifikat nya tidak ada di aplikasi peduli lindungi,NEGATIF
Sangat membantu,POSITIF
Bagus banget buat bukti kl sdh vaksin.,POSITIF
Sebetulnya bagus.. Cuma lebih bagus lagi kalo gak ada ni apk.... Oh y kapan rencananya pemerintah mewajibkan vaksin jadi ke 4 dan ke 5.......apa nunggu tahun depan,NEGATIF
Di coba dulu . Tolong tingkatkan lagi,POSITIF
"Bikin hp tambah boros trs Gara2 aplikasi seperti ini kami tdk pergi kmn pun, naik lift scan, naik lift beda lantai scan, msk k resto d dlm mall scan,pdhal sblm msk pintu msk sudah scan. Hrsnya 1x scan aja",NEGATIF
Cek sertifikat vaksin makin sulit gak seperti yang awal,NEGATIF
Wow,NEGATIF
Bnyk drama,NEGATIF
No pelaporan 220726_hjobe Saya kapan selesainya sudah 1 bulan lebih Petugasnya di tanya sampai kapan? Di jawab masih proses mulu Payah dah,NEGATIF
Markotop,POSITIF
Baik,POSITIF
Terbaik,POSITIF
"Mohon maaf, saya sudah vaksin ke 3 , tapi sertifikat belum muncul",NEGATIF
Ok,POSITIF
"Sudah beberapa waktu tidak check in dengan peduli lindungi, sekali check in error/gagal. Mohon untuk diperbaiki, karena ini berpengaruh ke mobilitas dengan commuter line. Terima kasih",NEGATIF
good,POSITIF
Game nya buriq kayak epek epek,NEGATIF
Nggak tau,NEGATIF
"aplikasi banyak bug, tiba tiba animasinya lambat banget, lebih lancar pihak ketiga yang langsung tembak rest api aplikasi ini,",NEGATIF
Baik sekali,POSITIF
Sangat baik,POSITIF
setelah di update jadi gk jls nih apk..susah login hmmm,NEGATIF
Ok,POSITIF
Gampang dibobol datanya,NEGATIF
Sangat membantu,POSITIF
"sudah vaksin booster tapi status warna pedulilindungi masih kuning setiap kali scan barcode. Tapi sertivikat vaksin booster sudah ada. Sudah saya uninstall dan install kembali, hasilnya pun sama. Ada yg bisa bantu jelaskan?",POSITIF
Bagusan,POSITIF
Bagus,POSITIF
Baik sekali,POSITIF
Data bocor🤨,NEGATIF
Memuaskan,POSITIF
Tati sarip,NEGATIF
"Aplikasi tak berguna, tidak bisa klaim sertifikat.",NEGATIF
Mudah di gunakan,POSITIF
"aplikasi gaguna.. suka eror gabisa dibuka, mau klaim setif vaksin aja eror"" terus gilak..",NEGATIF
Good..👌,POSITIF
Fitur cek out sudah tidak ada kenpa,NEGATIF
Wkwkwk report gaes,NEGATIF
Error,NEGATIF
Mantul,POSITIF
"Error trus baru kemaren vaksin yang ke 3 ehh sekarang malah di kasih tiket vaksin ke 3 lagi trus di hapus sertifikat vaksin ke 3 yang udah ada, untung udah di download, gimana ini kementerian kesehatan? Nyari duit dari jualan vaksin kah? Hahha lucu:v",NEGATIF
Okeeee,POSITIF
Bagus,POSITIF
Bagud,POSITIF
Dulu udah pernah Klaim sertifikat vaksin. Tapi tiap buka apknya dan mau lihat sertifikatnya malah suruh masukin data lagi buat klaim. Gak efisien banget sih,NEGATIF
Saya mau login susah banget cari hasil vaksin 1 dan 2 saya,NEGATIF
Memudahkan untuk indentifikasi dan tidak ribet,POSITIF
6d,POSITIF
Skip ada kominfo,NEGATIF
"Lemot, ribet bet",NEGATIF
Aplikasi nya bagus banget🥰,NEGATIF
Baik,POSITIF
terimakah pedulilindungi,NEGATIF
"Sangat memuaskan,jaringan cepat terrditeksi....",POSITIF
Ini bagus banget,POSITIF
Ok,POSITIF
Nyusahin,NEGATIF
kominfo aannj,NEGATIF
Banyak cheater,NEGATIF
Gak jelas,NEGATIF
Mantab tapi perlu dikembangkan lagi,POSITIF
"gwehj sangat sangat berterima kasih cuy sama lu, karna gwehj sumdah dikasih walaupun bemlum vaksin awokwok",POSITIF
Untuk sistem tanggal lahir harus scrol terus dari tahun 2022 ke tahun 2000 itu cukup merepotkan kenapa nggak bikin pilihan opsi aja biar gampang?,NEGATIF
Real,POSITIF
oke,POSITIF
Sangat membantu,POSITIF
Apk Ribet 👎 totloolllll,NEGATIF
Sangat membantu akses vaksin kita,POSITIF
"Masuk pake No. Telp susah masuk angkanya, pake email dah ketik no. Verifikasi tetep nda ke buka 😭😭",NEGATIF
"Aplikasi untuk mempermudah bukan mempersusah.. Dulu gampang tinggal masukin nama dan nik udah keluar data.. Sekarang udah sering upgrade,malah makin gak jelas",NEGATIF
sangat membantu,POSITIF
Baik,POSITIF
Pagi,POSITIF
ribet banget sih ngurusin hidup orang,NEGATIF
Sudah vaksin ke tiga cuma belum ada sertifikat,POSITIF
Mantap aplikasinya,POSITIF
Good,POSITIF
oke,POSITIF
"ingin bertanya, sertifikat booster sudah ada akan tetapi indikator vaksin belum berwarna hijau masih kuning saja. kenapa yaaa? vaksin booster hari minggu 31 juli 2022, tgl 1 agustus saya ke tempat vaksin karena sertifikat belum muncul. lalu ketika sertifikat sudah muncul tp masih belum warna hijau. terima kasih",POSITIF
"Stlh update , data sertifikat vaksin 1 2 3 hilang semua , dianggap blm vaksin , cek di www sama , untung sertifikat 1 2 msh sempet di screen reco. Sdh hps memori jg data aplikasi relogin sama sj ... mhn sgrdi perbaiki krn di pake u ke mn2",NEGATIF
Ok sip,POSITIF
Apk bikin ribet hidup,NEGATIF
keren,POSITIF
Apk tolol,NEGATIF
Lawak blok steam,NEGATIF
Tolol,NEGATIF
Mntap,POSITIF
"baru kemarin pakai buat scan masuk mall, ini tadi masuk bank malah tidak bisa scan barcode",NEGATIF
Cok,NEGATIF
Easy application,POSITIF
Ok,POSITIF
sangat bermanfaat,POSITIF
"Lambat banget pas buka sertifikat vaksin, mohon segera diperbaiki",NEGATIF
Bagus,POSITIF
"Aplikasi sering eror tdk bs log out, nyusahin orang kerja aja... Semoga di akhirat kalian semua ya yg kesusahan..",NEGATIF
Ok,POSITIF
Kenapa bintang 1 dikrnkan layanan ini susah diakses ketika dibutuhkan. Kesan nya pemerintah memaksakan apk. Sdgkan apk.belum maksimal baru didownload 50jt org...disana sini Mase terjd erorr PD hal apk sekelas kelembagaan negara cm para tim IT nya Mase kalah jauh ...maaf2 aj ni sama apk game spt mobile lengendaris yg pengAksesnya sdh 500jtan dan dipake setiap saat oleh org...lancar2 aj sdgkn peduli lindungi yg bisa dibilang dipake ketika dibutuhkan dan hny 50jtan bny erorrnya.MEMALUKAN,NEGATIF
Mantab,POSITIF
Karna sangat membantu,POSITIF
Kenapa tdk bisa dipakai chek in . Kalo chek in selalu hasilnya chek in gagal ? Terus gimana ya ini dari apk nya atau gimana ?,NEGATIF
"Sertifikat booster nya gabisa diklaim, gimana dong teman?",NEGATIF
Ok,POSITIF
"Sangat bagus & sangat membantu,teruslah berkarya,Semangat untuk Sehat",POSITIF
Smpe saat ini sy pake aplikasi ini masih oke dan bagus' 👍👍,POSITIF
Ngrepotin doang,NEGATIF
gaya elit masyarakat sulit,NEGATIF
Bagus,POSITIF
Baik,POSITIF
Recommended. Mohon tambahkan fitur bisa menambah anggota keluarga sesuai Kartu Keluarga. Jadi kita bisa melihat kartu vaksin seluruh anggota keluarga kita di satu gadget. Ditunggu updatenya. Terimakasih....,POSITIF
Gak guna,NEGATIF
Tetep patuhi protokol kesehatan,POSITIF
Mantapkan dan aktifkan,POSITIF
Aplikasi Bagus Bagi Indonesia. Pemerintah sangat mencintai warganya,POSITIF
Buka blokir anjeeeng,NEGATIF
Burik,NEGATIF
Keren,POSITIF
"Susah banget apk apaan x, sy udh vaksin tp sy ga bisa dapat sertifikat dari apk ini",NEGATIF
"Steam di blokir , tapi judi online dibiarkan, sehat pak ?",NEGATIF
Trimah ksh peduli lindungi...,POSITIF
Udah bubarin aja nih kominfo,NEGATIF
Aplikasi yang Sangat membantu,POSITIF
Menu kelayakan terbang di ehaq kok gak ada. Riwayat ehaq yg pernah dibuat juga kosong padahal sy pernah bikin waktu perjalan menggunakan pesawat,NEGATIF
Percuma kominfo di perpanjang 5 hari semua penarikan banyak yang gak bisa narik dana. Biasanya siang sudah masuk ini sudah lama banget.Emang kejam hidup di era sekarang,NEGATIF
Mantablah pokoknya,POSITIF
Bagus sekali pelayanannya. Terima kasih.,POSITIF
Semoga bermanfaat buat masyarakat,POSITIF
"Terlalu sering update nya jadi bosen , minimal kalo ada versi baru 2th sekali ini MH belum 6 bln harus update gimana kalo yg ga ada data dan mengandalkan hospot orang lain kan kasian",POSITIF
Mantap,POSITIF
Butuh sehat,POSITIF
Semoga update kedepan menyediakan untuk bisa diakses secara OFFLINE agar memudahkan orang yg koneksi internetnya sedang dalam masalah,POSITIF
Banyak bug,NEGATIF
Aplikasi gk guna. Devloper dilarang baper 👍,NEGATIF
Kadang gk bisa di buka,NEGATIF
Luhut mulai berulah lagi kominfo sampah,NEGATIF
Terimakasih banyak sudah banyak membantu yg kesusahan,POSITIF
Ok,POSITIF
Ga jelas,NEGATIF
Arti .flzbowBrbieo ow s o p pw,NEGATIF
Bagus.,POSITIF
Udah instal awal'nya ok.. tp skrng malah eror gak bisa di buka.. percuma gak fungsi jg aplikasi ini...,NEGATIF
Sudah vaksin ke 2 tp sertibikat ttp vakssin pertama. Jadi susah mau ngapa2.n padahal sekarang semua aplikasi dan minimal harus faksin ke 2,NEGATIF
Ok,POSITIF
Siip deh,POSITIF
Semoga selalu di permudah,POSITIF
Ok,POSITIF
Mantap,NEGATIF
Mantep,POSITIF
Masih banyak bug login,NEGATIF
Sangat membantu,POSITIF
Nomer saya hilang dan mau log in melalui gmail tapi tetep gak bisa padahal udah pake e ktp.. percuma dong punya ektp tp gak berpengaruh apa apa,NEGATIF
Udah booster dri tanggal 30 tapi sampe sekarang sertifikat nya belum muncul padahal penting,NEGATIF
Balikin stean!,NEGATIF
Gawe repot,NEGATIF
Mantaaapp,POSITIF
"lg gabut, jd Bintang 1 aja ya 🗿",NEGATIF
Untung Gw Udah Download Peduli Lindungi👍🏻😎 Karna peduli lindungi gWehJ tIdaK TeRKeN4 M3teOR😱😱👍🏻👍🏻👍🏻😎😎😎😱😱😎😎👍🏻👍🏻😱😎🤓,POSITIF
Corona sudah hilang,NEGATIF
Coba dulu,NEGATIF
G guna,NEGATIF
ok,POSITIF
banyak bug harleynya kadang ga bisa keluarin ulti cuma buang buang kartu remi,NEGATIF
Bagus. Terima kasih,POSITIF
Sangat bermanfaat bagi semua orang,POSITIF
