content,score
Aturannya ribet sekali deh rakyat yg penting sehat deh jangang cuman aturan yg di ketatin itu mempersulit kita sendiri nantinya,1
Tolong benerin lagi nih aplikasi error mulu & nyusahin doang. Orang nama & NIK udah sesuai sama KTP masih aja di bilang gk sesuai terus. Sorry cuma kasih bintang 1 karena emang pelayanan sangat tidak memuaskan👎👎👎👎👎👎,1
Cjicpx,4
Lip,3
APK INI sangatlah membantu mempermudah urusan kesehatan.,5
Aplikasi bagus dan sangat membantu,5
"Aplikasi gajelas, registrasi sulit, eror Mulu, mintanya update terbaru Mulu, tapi malah bikin emosi, apa apa ga bisa, disuruh nyamain sama KTP nik udah sama semua, tetep ga bisa, wes mboh kah",1
hahaha,5
Good,5
Ok,5
Id bostet,3
Mau Klaim Sertifikat Susah. Padahal Sudah Vaksin Booster. Menghambat Persyaratan Untuk Melamar Kerja. A aaaa Sudahlah,1
Ok,5
Lemoot Kecewa,1
Terlalu sering upgrade,1
Mantaaap,5
ok sudah bagus,5
buruk!! sangat menyedihkan,1
Mantap,5
ook,4
Aneh sih setelah di update sertifikat vaksin saya tidak muncul di buka hanya layar putih polos nggak ada bentuk kartu vaksinnya meskipun sampai lama saya tunggu,1
Oke lah..,4
"Aplikasi vaksin 1,2 dan booster",5
makin d update makin lemot sinyal bagus jaringan bagus pas mau d cek ngebleng putih doang ngebuka aplikasi lain lancar2 aja,1
Keluar Biasa,5
Bagus...,5
"Ya Tuhan kami,,ini aplikasi yang dibuat pemerintah tpi kualitas susah minta ampun",1
Knpa tidak muncul sertifikat nya ya,5
Mantap,5
Aku kmrin tgl 21 Des 2022 sdh Suntik Bister ke 2 .Puji Tuhan aman tidak ada rasa sakit dll hny ngilu aj dan panas bdn sedikit .Tepat ny di PUS KES KARTOSURO SOLO .SKRG VAKSIN KU SDH LENGKAP .PUJI TUHAN AKU SEHAT .NM KU SRI HARTATI PENSIUNAN GURU,5
Bagus aplikasinya,4
Saya btuh sertifikat sbelumnya untuk lengkapi data kerja..tp sangat mengecewakan..gk bisa d download.. Trus gimana iniiiiiii Ud d upgrade jg apk nya Tp ttp aj ngeblank putih,1
👍🏻,5
Ko saya ngga bisa download aplikasi ini,2
Good aplikasi,5
Zonk,1
Saya sudah vaksin ke 3 tapi nomor yg terdaftar di peduli lindungi sudah ngga aktif..saya ganti nomor baru..yg jadi kendala saya..saya ngga bisa buka peduli lindungi dengan nomor yg baru.,1
Gak rekomendasi,1
Mantap👍👍,5
Semoga nggak sulit cara penggunaan nya,5
Bagus,5
"Ga jelas, Serifikat nama orang lain. Dan ga bisa lain lain",5
Baik untuk menolong sy selalu..!,4
Top,5
baik sekli,5
Bagus dan pertahankan kualitas,4
"aplikasi lag, mangsud banget",1
Sangat bagus,5
👍👍👍,5
"Mudah, bagus",5
Saya vaksinnya di luar negeri jadinya bingung gimana mau daftarnya ? Apakah kartu vaksin dari luar negeri berlaku ketika kita melakukan perjalanan ke indonesia ?,3
Semakin bermanfaat,5
"Pelayanan baik, ramah, lancar , mudah tidak jlimet.",5
Peduli lindungi mantap skali,5
Aplikasi sangat bagus,5
Masih agak sulit diakses link nya,2
Saya menyukai aplikasinya,5
Sangat bermanfaat,5
Good,5
Ole banget,5
Mantap,1
Kok sertifikat vaksin pertama dan keduanya hilang ya.masa disuruh vaksin pertama dan kedua lagi.lalu buat apa dl disuruh vaksin pertama dan kedua kl GK ada sertifikat nya?????,1
The besssstt,5
Aswrwb... selamat pagi ibu sehubungan dg penataan kelembagaan sesuai perkal menindaklanjuti amanat perda/berbub yg mana kepengerusan tidak boleh dobel di PKK dan Posyandu untuk itu dimohon ibu mengisi list kepengurusan yg di pilih dibawah ini: A. Kepengurusan PKK: 1. 2. 3. Dst B. Kepengurusan Posyandu 1. Nurwiyah 2.oky septhi nurani 3.mita indrawati 4. 4. Susinatun 5. Sulistyaningsih 6. Apri w 7.poniyem 8.suparni 9.Nur asih 10.Yarti naini 11.Wiwik lestari 12.Rujiyanti 13.sri agustinah 14. Ika,3
Bagus sangat membantu,5
Loginnya lemot bgt... apalagi mau buka serifikat vaksin....ga kaya dlu di klik udah keliatan...skrg loginnya minta ampun...pdhl app nya 16 mb,1
Mantap,5
Sangat bagus untuk semuanya,5
SEHAT SLALU,5
Good,5
"payah, masa tiap 2 minggu sekali mesti update, gk fleksibel",1
Mantap sangat bermanfaat.,4
Ok,4
👍,5
Ok,4
"Ko ga ada EHAC nya ya, nanti kalau mau naik pesawat ga perlu pakai EHAC lagi ya.",1
"Gak bisa pake perkiraan lokasi di Android 12, harus lokasi akurat, tolong diupdate karena gak perlu lokasi persisnya kan. Bahkan aplikasi trace together punya Singapura gak pake akses lokasi sama sekali",1
"Jangan sering sering update, kasihan yang didaerah daerah",5
OK,5
Ok,5
update teroossss,1
"Yang nyuntik gw tapi ga masukin sertifikatnya ngeselin,gw jadi susah kemana2 ASW",1
selalu mendukung,5
Smg d tingkatkan lg pelayananya...terimaksih .,5
Bagus,5
Gak bisa scan. Mau check in gagal terus padalah sudah vaksin lengkap,1
Terima kasih,5
Baik,5
Apk ini sangat membantu sekali saya sangat puas,5
Baik sekali,5
ok,3
"Repot,kalo lagi buru2 terus lupa belum update, ga bisa pake, harus update dulu harus nunggu dulu. Repot",1
Cepat dan tidak ada kendala.,5
Sangat membantu,5
Sangat membantu terima kasih,5
Ok,5
Bagus,5
Boster gak harus kalinmasa untuk masuk mall gak bisa.,1
Udah 3kali vaksin cuma mau minta sertifikat vaksin susah amat gk muncul2 . Tolong dong aturan aja saya patuhi masa kalian pelayanan nya buruk bgt . Saya butuh buat brngkt ke kota tau bikin pusing aja ni aplikasi. Udah ngchat ke chatbot ttp aja smpe skrng gk ngasihh,1
Ok,5
Good,5
Canggih dan aman,5
"Oke,,mantap",4
Saya sering berangkat luar kota untuk vaksin sy susah mendapatkannya krn beda dosisnya. Ada yang nawarin kalau mau bayar 600rb tidak perlu suntik dpt sertifikatnya...!!! Mafia sertifikat vaksin semoga pk jokowi membacanya,5
Ok,5
Makin update makin anjlok pelayanannya.terllu banyak aturan gk sih,2
Aplikasi sampah daftar aja g bisa,1
tidak bisa download sertifikat vaksin dan selalu eror saat lihat sertifikat vaksin!! kenapa sih harus ribet pake di web segala! buat apa ada aplikasi nya kalo disuruh ke web? tolol,1
Jos,5
Sesuai dengan namanya peduli lindungi,5
"Aplikasi apaan ni,kalo yang pegang pemerintah ya kayak gini,mau daftar aja susah banget aplikasi kualitas gombal",1
👍,5
ini akun peduli lindungi saya di hack orang... gimana yahhh caranya biar yg hack gabisa pke akun saya 😭,3
"PEMBERITAHUAN : Saat ini #QQVICTORY Sudah Menerima DEPOSIT Melalui Aplikasi OVO, DANA, GOPAY, LINK AJA dan Dompet Digital",1
Memudahkan sekali,5
Paksin adalah kewajiban setiap manusis,5
Cari tempat vaksin,5
Aplikasi lama2 ngak jelas saya uda masukan nik dan nama yg benar masih tetap salah mikir aja ni sapa yg bosoh,1
Sangat baik dan membantu,5
Tidak bisa masuk ke akun juga merubah profil padahal sudah memasukan nik dan nama dengan benar,1
Oke,5
aplikasi mantab,5
"Aplikasi apaan,, daftar aja kgak bisa,, semua data lengkap diisi jawabannya error.",1
Good,5
Kurang bagus dan kurang baik karna sya suda mencoba dan mencoba terus tidak bisa masuk padahal sya suda vaksin ke1 ke 2 dan vaksin booster jga Udah tapi nga bisa masuk di aplikasi 👎👎👎👎,1
Saya sudah vaksin tapi kenapa sertifikat vaksin saya tidak bisa muncul ya kan saya??? Padahal saya sudah memasukan nik dan tanggal vaksin yang benar tapi kenapa selalu sja tidak bisa ini yang salah siapa??? Dari saya atau igak aplikasinya si??? Padahal saya sudah mengisi data yang benar minta tolong KPD bapak/ ibu devolover pihak pedulilindungi kenapa aplikasinya seperti ini yah??? Apa kalian ga bisa buat aplikasi yang bisa lebih cepat apa biar ga lewot kek gini???,1
Sukses,5
👌👌👌👌👌👌👌,5
Sangat baik,5
"Sudah di isi dengan benar tapi masih salah terus salah terus sedangkan yang salah gak bisa di ganti gak tau aplikasi apa ini kok ribet sekali mau klaim sertifikat gak bisa bisa solah salah terus bikin pusing , bikin aplikasi harusnya biar mempermudah ini malah mempersulit",1
Lebih aman,3
Ok,1
"Kok saya ga bisa login si kode verifikasi nya ga muncul""",1
Bagus,5
User experience sangat buruk,1
Eaa ke bobol bjorka,1
"Sertifikat tidak dapat muncul,blank putih..",1
mau daftar g bisa,1
Bikin emosi,1
Saya mersa sdh sht karna dh di vaksin,3
Susah dibuka,1
"Mendidik siswa ug kreatif, pernah ikut guru teladan tingkat kabupaten mendapatkan pringkat 3, pernah menjabat sebagai kepala taman kanak - kanak di TK pertiwi blumbang klego boyolali,sebagai kader posyandu posyandu didesa blumbang,klego,boyolali Serta okay later PKK sebagai sekertaris,pernah okay KPMD menjabat secretarial 2 Tingley kecamatan, Serta pernah ikut tutwuri sebagai sekertaris,slalu ikut kegiatan IGTKI,ikut KADARKUM.",5
"Aplikasi gak bagus, cacad. Masuk ke mal barcode peduli lindungi status blm vaksin. Padahal udah vaksin booster..",1
Jaga kesehatan... dan utamakan anjuran pemerintah,5
Bagus,5
Sangat membantu,5
Bagus,5
Apk nya suka eror euyyy,5
Mencari sertifikat saudara atau teman yg gak dapat SMS bisa kah pakai aplikasi ini,4
"Registrasi gabisa tapi diwajibkan pake,",1
"Aplikasi PeduliLindungi kadang-kadang error, tidak mau scan kode QR atau freeze cukup lama waktu masuk. Saya harus uninstall lalu install lagi untuk mengatasi error tersebut.",4
Nyaman dan aman,4
Kadang penjelssan membingungkan untuk dimengerti,4
Kode otp tidak kunjung muncul,1
bagus,5
Ok,5
"Gimana sudah daftar dan vaksin,mau masuk pakai nomer hp dan email tidak ada ato tidak muncul kode verivikasi🥱😤",1
Kebanyakan perbaharui ribet,1
Mau ambil surat vaksin susah banget sih padahal udh kasih nik bener,1
"Tolong dong perbaiki kenapa kartu vaksin kita tidak bisa di buka...aneh banget aplikasi ini, kemaren sudah lancar sekarang ga bisa lagi",1
Download 200 kali kagak bs dibuka,1
Bagus,5
Sangat membantu,5
Server down,1
Pas mantap,5
mantap,5
Mantap,5
Jelek,1
"Ini aplikasinya gimana, minta pembaruan setelah di update sertifikat vaksin malah gak muncul dilayar cuma blank putih, kalau ga di update ini aplikasi ga bisa di gunakan. Tolong lah jangan mempersulit kaum kecil!!!",1
"Memang agak lain kemnes ini,kalian yang beri aturan agar kemana mana mengunakan peduli lindungi,tapi aplikasinya menguras emosi,tolong dong jangan terlalu ribet cara mengunakan aplikasi ini. Mau klaim sertivikat sudah isi semua data tp tetap tidak bisa bahkan sudah 2 hari saya coba",1
sangat membantu,5
"Udah 3 kali memasukkan tambahan anggota, nggak kesimpen. Hadeh",2
Aplikasinnya bagus,4
Bgus,5
"Aplikasi ini bagus sekali, jadi kalau kita pingin ngecek hasil vaksin kita tinggal lihat di aplikasi ini, jadi walaupun gak di print gak apa²,",5
"Vaksin booster lengkap, tidak pernah kena covid, namun status kuning+ dibilang belom vaksin booster aplikasi yang datanya bocor ini tidak jelas ygy",1
"Udah berhasil mengunduh Sertifikat (HP Xiaomi), tp ko ga masuk ke Galeri (Unduhan) ya.. Dicari di semua album ga ada.",5
Admin minta tolong dong ga bisa masuk ke peduli lindungi nya nih ga bisa pake email,2
. 2,2
Oke,5
gimana ini gabisa daftar gabisa login user not found terus TOLONG PERBAIKI,1
Okay,5
Aplikasi ini sangat membantu saya untuk mencari korban yang sangat banyak dikarenakan korban di sana sangat menguntungkan bagi saya dan biasanya sang korban menerima apa adanya apa yang saya lakukan padanya dia sangat berterima kasih banyak kepada saya,5
Maksudnya gimana.si..kok.harus instal.ke.perangkatblain..dan susah banget mo.instal gimana mo perbarui yg versi lama..oeg inibsusah instalnya,1
Bagus aplikasinya,5
Mantab,5
Tdk bisa di update...,1
Dibagian menu sertifikat vaksin hanya menampilkan layar putih saja. Mohon untuk segera diperbaiki,1
Amazing dan sangat membantu masyarakat,5
Bagus,4
Sudah laporan ganti nomor sejak 5 hari yang lalu katanya masih di proses Mulu. Itu beneran di proses apa dibiarin. Tingkatkan lagi tuh pelayanannnya,1
Pelayanan sangat baik,5
Di upgrade malah gagal mulu anjirr,1
Sudqh booster ke 2 tapi sertipikat tidak kunjung ada buktinya mana ???,5
Ok,5
Applikasi wajib tapi cacat,1
Oke,5
Sering banget update,5
Bsgus dah 👍😂,5
Kenapa di versi sekarang peduli lindungi tidak bisa mendownload foto sertifikat nya ya? Dan sertifikatnya dibuka isi nya cuma foto sertifikat setengah nya doang.. ini hp saya atau di aplikasi nya ya?.,1
Mengapa saat mau update apk ini ke versi terbaru malah lelet dengan alasan diverifikasi dulu dengan play protect? Mohon untuk dipermudah saat untuk proses mengupdate aplikasinya!,2
Bagus,5
Layanan aplikasi nya sangat membantu,5
baik,5
Jangan sering dikit dikit uplad habis habisin data aja,2
"Aplikasi buat setres orang, masukin tahun kelahiran sampe seribu kali mencet udah di masukin nik , keluar tulisan mohon sesuaikan nik Dengan KTP",1
Aplikasi ini sangat membantu,5
"Peduli lindungi knp y, setiap mau claim tiket vaksin ke 2 selalu tidak bisa, dengan alasan captha salah lah, tolong di di cek apk nya, masak setiap mau vaksin ke 2 di puskesmas selalu gx bisa, gara"" tiket vaksin belum dikirim, 2 bln saya nunggu dan bolak balik ke puskesmas, tetep gx bisa dengan alasan yg sama, rasanya ingin kuutarakan kata kata kasarr😡☝️",1
Ok,5
Ok,5
Aplikasi nya kena virus corona ya ? Ge gak bisa masuk2 yak...,1
Sukses,5
good,5
Saya sudah vaksinasi tiga kali atau booster tetapi fitur vaksinasi saya tolong ditampakkan disini lagi.dijaga jangan sampai dialihkan dengan orang yang tidak bertanggung jawab.misal dipakai berobat kepenang atau singapura.fitur vaksinasi saya ketiganya disalah gunakan dengan mempergunakan nama orang lain.terima kasih atas bantuan anda,5
Okexx 5 y do ib09 see jzbc3 eh tu aruh g r di atas lagi 3 7 zzwx sh kik.u yn sss,2
Susah banget mau log in ..suruh ngisi data mulu padahal dah di isi semua,1
Aplkasi gobloggg . Serba di perbarui terus..,1
TOLONG JANGAN Minta UPDATE-an MELULU Donk!!! 😢😢😢 MEMORi iNTERNAL SmartPhones Rata2 Org itu SANGAT TERBATAS Tauk!!! Huufffttt!!!,1
Mudah dan cepat,4
Always be carefully,5
ok,5
Mudah dan simple,5
Waktu buka sertifikat vaksin kok cuma putih itu kenapa ya?,2
❤️,5
cukup,3
5ingkatkan kebermanfaatannya.,5
Baik,5
"Proses ganti nomor dari yang lama ke yang baru sudah 1 bulan belum selesai, hanya disuruh untuk di cek secara berkala. Developer yang bikin aplikasi nya anak stm kayaknya. Suram2",1
📱 📱 📱 📱 Bko 📱 📱 ko k mmmmmmGeserGeser,1
Mantap,5
🙏🙏,5
Peduli lindungi ok,5
"Saya belum bisa menemukan hasil surtipikat vaksin ke 1, 2 dan ke 3 .ohon bantuan.",4
Ok,5
Bagus,5
Ribet,2
Bagus,5
Kesulitan mengunduh,5
Sangat membantu tapi akhir2ini sangat tidak membantu,3
Bagus,5
Sangat membantu jika setiap saat diperlukan,4
Oke,5
Keren,5
Updet mulu,1
"Aplikasi nyebelin. Gue udh bikin laporan ganti nmr karna hp ilang masih gada perubahan sama sekali dari system,padahal udh bikin laporan dan sempet di tangani sk cs nya katanya suruh tunggu bbrpa hari. Tapi mana? Gada progress sdikitpun!!! pelayanan buruk gue gabisa masuk rumah sakit!!! Ga guna banget !!!",1
"Makin ribet aja ni di gunain pake akses segala macem, kalo sekiranya fungsi dan pelayanan tidak maximal, jangan suruh gunain apk, mana terus minta di update tiap kali buka,ribetin doang",1
Tidak ada seru nya,2
Mu9m u7b 69mkk,4
Bagus,5
Top,5
bagus,5
Sangat membantu dlm banyak hal aktifitas & kegiatan (tidak perlu repot membawa kartu vaksin kemana mana),5
aku.kepintu.jps.dengan. kompas.aku.kerjadi.laut.ingin.kalau.mdak.tauars.manayang.sayatuju.ingin.selamanya,1
Kenapa setiap mau daftar tidak bisa Padahal sudah sesuai nik di KTPnya,3
Terbaik,5
aplikasiiii nyusahinnnnn...msyarakatttt...!!!!!! vaksin pertama ke 2... ga bisa klaim sertifikat... gilirannn udah faksin bosterrr... data ga inputttttt.....!!!!! ngapaiiinnnn bikin aplikasiiii nyusahin masyarakatttt aja..!!!!! susahh buat perjalanannnn...!!!!!!!,1
Aplikasi ngk guna bukan membatu tambah susah,1
"Nama ktp udah sesui dengan NiK , tp masih gak bisa daftar.. Sebenernya maunya apa sih aplikasi ini ..",1
jempol,5
Mantap,5
Aplikasi gak jelas mau cek sertifikat aja blank putih aja,1
Terlalu di persulit dengan adanya aplikasi ini,2
"Sudah vaksin booster kenapa sertifikam belum muncul 👎😡 aplikasi payah,gak melindungi rakyat",2
Ok,5
Sulitnya cari vaksin booster.... kalaupun ada cuma sedikit kuotanya.,5
saat mau liat sertifikat ga muncul malah 1 layar putih .mana pedulimu ajg,1
Good...,5
"kebanyakan minta update terus,sangat mengganggu ketika lagi buru buru",3
Okee,5
Bagus,5
Bsgud,5
"Gini bgt aplikasi support Negara, banyak yang gak berfungsi, nyusahin orang doank masuk ruang publik. Kebanyakan syarat ini itu, pake ini itu tapi tak berguna !!!",1
Udh boster tp lom terdaftar dlm aplikasi.... Asu!,1
Buat bukti kita udah vaksin,5
Apl sangat jelek banget.masak eror terus,1
Bagus,5
Tidak muncul page login,1
Lamaa lama ....,1
Dengan ini saya menyatakan mempergunakan aplikasi ini hanya untuk PERSYARATAN secara TERPAKSA,1
Siip,5
Bagus,5
Kenapa tak bisa saya terdaftar....???,4
"Stop pemaksaan, aplikasi bikin repot, lansia seperti saya jadi susah pergi, masih aja bisnis kopit",1
Sangat membantu saat perjalanan jauh,5
Sering banget.update ..mana repot kalo sinyal kurang...jadi lama masuk mall...,1
Good/yes,5
aturan suka suka,1
Kenapa vaksin booster saya tdk masuk di pedulilindungi sudah dari 4 bln yg lalu?,1
Memudahkan untuk pelayanan,5
Ksh 5 dlu lht gmn,5
Aplikasi peduli lindungi sangat membantu saya menjaga kesehatan.,1
👎,4
Berguna,5
Bikin susah orang Corona GK ada 👎,1
Sangat berguna n membantu...,5
Good...,5
gimana cara urusnya ini saya kok dapat sertifikatnya cuma 1 kali vaksin pada hal uda 2 kali .. karena nomer hp mama saya gabung sama saya untuk perbaikannya,3
djancuck gak bisa dibuka,1
Terbaik,5
good,5
Makin mantap,4
Kalo ga buat trevel Uda gw Uninstall nih apk CIVIDIOT!!!,1
Jgeug,4
"Masa orang suruh ingat tanggal vaksin untuk mengklaim sertifikat, seharusnya memasukkan nik sama nama sudah cukup. Bukan mempermudah malah mempersulit.",1
"Aplikasinya ga jelas, mau daftar semuanya sudah benar tapi selalu gagal \ di tolak, tolong lah permudah lagi kaya dulu, saya udah daftar pakai nomor, pakai email, pasti jawaban no nik dan nama harus sesuai, lah emang saya ga bisa liat, kecuali saya ga bisa liat wajar salah, semuanya udah benar, tapi gagal terus, sudah daftar jam 07.30, tetep aja ga bisa, malah ada tulisan nik sudah terdaftar,",1
Update malah ngeblank putih ga bisa lihat hasil test,1
"Help me to fix my peduli lindungi , Saya ganti no hp , dan saya waktu daftar todak naruh email , jadi sekarang gg bisa akses peduli lindungi",5
Game,1
Nice..,5
Apk ini parah bngt,1
Mantap,5
App semoga bermanfaat disemua aspek,5
"Sangat berguna, mantap",5
"Apk burik, udah registrasi gk masuk²",1
"Engga Ada Bintang untuk Aplikasi ini. Lama tidak Buka Peduli Lindungi minta di perbarui Update, dan ini terjadi setiap saya mau pake",1
Data hilang harus re claim,1
Membantu saya untuk mengecek data,5
Susah sekali mau klaim sertifikat vaksin,1
Vaksinasi dilaksanakan dengan baik dan sehat,5
Good,5
"Khas aplikasi pemerintahan buruk banyak bug, download sertifikat vaksin ribet... Sudah di download tp ga ada hasil downloadannya",1
Baguus,4
Baik,5
Nn.m6 6,2
Apk kon***,1
Bagus..sangat membantu dan berguna sekali.,5
Kebanyakan minta update heran,1
"Kadang banyak terjadi eror,tolong platform yang untuk kepentingan negara dan rakyatnya lebih diperhatikan kualitas platformnya,masa iya selalu kalah bagus dengan platform buatan orang biasa",4
Perbarui melulu aplikasi gak mutu,1
Saya tidak bisa melihat sertifikat dan menambahkan anggota! Apakah harus saya unistal saja karna sepertinya tidak bisa digunakan ?! Andai ada Bintang minus lima saya pasti kasih.,1
Baik proses machine learningnya,5
