score,content
5,Bj CDh tgih h bt 9 tggu bbgbb;hh nun3r5 bbgbb hm ppl.I'm hhyou
5,Sangat membantu sekali
1,Aplikasi ruwet
5,Mantap
5,Bagus jadi lebih memahami okee......................
5,App good
5,ok ok
3,Susah untuk logian
1,Lugowo
1,Knp kartu vaskin boster saya ga ada . Padahal udh vaksin
5,Ok
1,lwmot banget pas dibuka
4,Oke
1,dikit dikit pembaharua ga ada manfaatnya...klu bukan karena suruh donlot oleh pemerintah ga bakal pake nih aplikasi
5,"Bagus,sangat membantu"
5,Mantap
5,Disuruh bintang 5 oleh....
1,Bagusssssss
1,aplikasi gajelas
1,"mau claim sertifikat aja ribet nya mintak ampun salah satu kali disuruh tunggu sampai besok, udah hidup susah masih persulit hidup orang"
3,error dan crash terus menerus sejak 12.00 wib 2 agustus 2022. diblokir kominfo?
1,"Kok, hasil sertifikat vaksinya hilang semua si.. Padahal gak hapus data loh"
5,Bagus tapi setiap mau buka riwayat hasil tes ngga bisa dibuka. net::ERR_UNKNOWN_URL_SCHEME
1,Susah bet kalau mau log in..benerin lah..ganggu soalnya..kalu buat apk yang bener lah eror mulu
5,Aplikasi PeduliLindungi sangat bermanfaat dan mudah di mengerti
5,Sudah cukup baik bisa menjadi standar aplikasi nasional. Tinggal kebijakan kerahasian data pengguna
1,Cukup membantu dalam hal informasi covid 19
5,Sangat membantu
5,Puas
5,Matep
1,Saya sangat sangat kecewa sekali... ngecek sertivikat ber kali kali gagal terus. Padahal aplikasi sudah di apdet
1,"Mau memasukkan data tanggal lahir, tdk bisa ditulis langsung, malah harus klik mundur per bulan pada tiap2 tahun, benar2 melelahkan klo spt itu"
5,Bagus
1,"Saya kecewa sama aplikasi ini, karna sertifikat vaksin saya gak keluar padahal saya ngisinya bener""malah dibawak muter gaje sama apknya"
4,Praktis dengan pemakaian aplikasi peduli lindungi ini.. asal jgn lg Lowbeth ajah HP nya dalam pemakaian di tempat2 umum..
5,Baik
1,Ga bisa klaim sertifikat vaksin
5,Mantab
2,Baik
1,Hunĺ86 7c
3,", 🤑"
5,Sangat puas
5,Mudah penggunaanya
1,Pemisi KK cara login gimana ya Qoc gak bisa login .?
3,Cara nya gimana ya ko ttep eror padahal saya udah bener cara masukin alamat sama nomer hp..
5,Sangat membantu
1,Alhamdulillah. Gak perlu vaksin. Masuk mall ciputra jakarta (citraland) cuma pura pura buka kamera di suruh securitynya formalitas aja.
5,Sangat membantu
2,Kenapa tiap kali mau cek in ko gagal terus yah? Apa karna lupa cek out?
5,Asik
3,semenjak update ke versi baru kenapa gk bisa klaim sertifikat?
1,Tolonglah saya mau unduh sertifikat vaksin selalu dituju ke laman claim sertifikat. Sampai kapan saya tidak bisa melihat sertifikat vaksin saya? Dan setiap orang yang memberi keluhan selalu dijawab akan kami perbaiki... Sampai kapan?
5,Meri cantik
1,cacat su
5,Sangat membantu. Apalagi bagi mereka yg sering berpergian..
5,The best..
5,Sangat membantu
5,Sangat bermanfaat luar biasa
1,Saya coba login layar putih semua dan saya uninstall ternyata juga sama kok aplikasi ini skrg super lemot bgt tolong di perbaikin kalau sewaktu-waktu butuh aplikasi nya masa tidak bisa ke buka
5,Suka
1,Capeeee!!...status hiaju sertifikat TDK ada..ngacoooo aj logika nya ...klaim sertifikat hrs tau tgl vaksin...crosbcek data cukup nama sama tgl lahir sm jenis vaksin ..ga ush tgl vaksin segala..bikin ribett aj... ..KL ganti hp ga da menu ganti nomorrrr.......
1,👍
5,Ok
1,"Habis diperbaharui malah sertifikat hilang semua, terus gak busa cek.in Minta solusi.nya"
1,Gakebuka terus
5,Sangat membantu
1,Aplikasi sampah. Bikin ribet doang. Ga guna. Cari cuan sampe nyusahin banyak orang. Ga gini juga kalo mau nyari duit lah
1,Ga
5,Membantu sangat berguna
2,"Sudah vaksin booster di tgl 1 april 2022, tp knp y, sampai skrg masih tertulis di aplikasi masih belum melakukan vaksin booster,,apa belum di input apa gmn y,,mhon dong segera input klo emang belum di input datanya🙏"
5,Aplikasi ini sangat membantu dlm mencari info ttg covid19 dan tempat vaksinasi. Terimakasih.
2,Oke
5,Bagus
1,Aplikasi tidak berfungsi sejak up date
4,Ck
5,Sungguh membantu
5,Mantap
3,Apaan? Setelab diperbaharui kok malah ngeden gak bisa lanjut.... Aneh
5,Verry good
1,:v
1,Seperti biasanya. Mengecewakan.
4,"Sangat sulit mengisi tanggal lahir, harus klikk mundur satu per satu bulannya, jika umur 50 tahun maka ada 50 x 12 klik! hedewh. Seharusnya bisa langsung diketikkan, bukan klik kalender,"
5,BGUS
1,Klaim sertifikaat tdk bisa
5,"Membatu saya di perjalanan Gampang seken ketika akan naik kereta Cuma dikit bugs,semoga update lagi hilang ngin bugs nya"
2,"Aa3333 a43 ,,,,, Ya Alloh V1 , 22222222222222222222111"
5,Mantap 👍👍👍
1,"Habis ganti HP. Mau masuk peduli lindungin, gagal terus. Masukkan nomor HP dan email yg di pakai. Malah di anggap tidak terdaftar. Gimana mau log in ?? Lupa password juga udah, di minta masukkan email. Lagi2 emailnya di tolak sistem peduli"
5,Ok baik
1,"Saya sudah booster tanggal 8 april 2022 dan abis itu sempet sertifikat nya sudah vaksin, tapi sekarang kenapa malah ada tulisan saya blom vaksin booster. Saya udah ngikutin prosedur kemenkes lewat website juga ga ada, gimana ini."
5,Terimakasih
5,Lebih dimudahkan dan jelas penggunaannya.
5,Sangat ber guna untuk masuk ke mana sajah
5,Bgs
2,"Sudah booster, tapi status masih kuning. Akibatnya saya tidak bisa melakukan Check-in :-("
1,"Gak jelas, masa nama orang masuk ke NIK saya"
1,"Pembaruan melulu,,, Hebatnya dimana COBA..???"
2,Saya masukin nmbr NIK salah mulu aneh jadi gbsa pake😭
1,Sangat membingungkan sejak ikut ikutan vaksin gak tau fungsinya aplikasi ini apa... faedahnya apa dan kenapa harus download ini
1,Gaktau mau isi apa
5,Good
5,👌
5,Oke
5,Aplikasi stabil dan mudah digunakan
5,baik
1,"Gk bermanfaat,gk penting..kita yg susah mereka yang dpt cuan"
5,Ok banget puas
5,Ok
5,Mantap
1,Kalau buka itu langsung lag
1,Ga bisa diinstall
1,di update malah gabisa di buka
1,"Woy tolong dong developerny gmn sih, apkny close mulu , saya sudah berkali² dimarahin sekurity , gra² apkny close, gadanta , gk usah bikin apk klo gk siap, hadeh😏 , tujuanny mempermudah malah jadi mempersulit"
5,Bagus si
5,Ok
3,"Jgn sering update dong, hp yg 16gb tersiksa"
5,"Sangat baik,"
4,Bagus
5,Sangat membantu sekali!
2,"Semoga diperbaiki untuk pengaturan tanggal lahir sebaiknya menggunakan maual saja,"
1,KOMINFO GANTI MENTRI
1,Mempesulit saat akan melakukan penulisan tgl lahir
1,Respon tidak sesuai
5,Sdh komplit
1,Sudah 2x vaksin status masih merah
4,Bagus
5,bagus
3,"Mau tanya ? Saya udah vaksin booster tp knp sertifikatnya gak nongol2 di aplikasi,"
5,Good
1,Saya sudah lama divaksin kedua tp sertifikat nya ngga muncul2 di aplikasi. Padahal beberapa perusahaan menerapkan persyaratan melamar kerja minimal harus ada sertifikat vaksin ke2. Benar2 menyusahkan rakyat saja peraturan ini!!!
1,Menyulitkan
2,Ga tau kenapa ga bisa download ke aplikasi peduli lindungi yang versi terbaru yaitu 4.4.7 padahal mau daftarkan vaksin non Indonesia dan aplikasi itu tidak bisa di akses lewat hp android saya
1,Absen 12 Akbar Zaelani Maulana hadir
5,Ok
5,Goog
1,"Saya kecewa dengan pedulilindungi kenapa setiap saya mau ubah data yang salah pada sertifikat saya, aplikasinya selalu erro pedahal saya mengikuti anjuran anjuran yang di tetap kan terlebih lagi sudah seminggu ini saya selalu mau mngubah data yg salah selalu SJ erro? Tolong🙏🙏 bisa di bantu, karena jujur saya benar benar sudah kecewa sekali"
5,Joss gandos mantap pokoe
3,Suka banget
2,Kode verifikasi belum masuk / susah masuk
1,"SAYA MENOLAK UNTUK VAKSIN KE 4 LAGI,VAKSIN KEMAREN2 SAJA 1 S.D 3 MEMBUAT DADA SAYA TERASA SAKIT,SERING PUSING,FLU,BATUK,DAN JANTUNG SAYA BERDETAK TIDAK NORMAL,KEMAREN SEBELUM DI VAKSIN BADAN SAYA BAIK2 SAJA,NORMAL,PAS SETELAH DI VAKSIN 1 s.d 3 BADAN SAYA AGAK ANEH DAN TIDAK NORMAL."
5,Ok
4,Good.. Cukup membantu
5,Oke sip
1,No hp sama no nik jg Sama sertivikat bosternya ga muncul?
5,Bagus
1,Ribet perbaharui mulu
5,Ok
1,Aplikasi human tracking
5,Terima kasih
4,Bagus
4,Pada saat ini download link
5,sangat membantu sekali
5,Mantap
5,Aplikasi bagus 😎👍
5,Baik
1,Makin gk jelas
5,Urusan jadi beres👍
1,Tolo
4,"Kadang-kadang kesulitan signal karena ditiap tempat beda"" Kekuatan signal"
5,Hebat
1,"diperbarui malah jadi gagal pas check in yg lain masih bisa sampe vaksin 2 kok ini gagal, trus kenapa status nya kuning, padahal klo udh vaksin 2 biasanya warna hijau"
1,lelet.
5,Ok
5,mantap
1,Ikutin peraturan aj dah...
5,Aplikasi bagus coba deh
1,Log in susah.....tolong dong....
5,"Vaksinasi dengan Astra Zeneca sdh dilaksanakan di RSIA Husada Bunda Malang tgl 16 Juni 2021 dosis pertama, dan dosis kedua di RS yang sama pada tanggal 08 September 2021. Sedangkan Vaksin dosis ketiga atau Booster tgl 14 April 2022 dg Vaksin Pfizer di RS Lavalette Malang. 👍🇮🇩🙏Pedulu Lindungi Mantap."
5,Ok
5,Ok
1,Mantap
1,Eror mending di hapus
5,bagus
5,Terima kasih Peduli lindungi. Semoga tetap bisa memberikan service terbaikmu.
2,"Ko ada Nomor paspor nya si, mau daftar jd susah karena ngk tau no paspor apa"
1,yo ndak taonkok tanya saya
1,Goblog
1,"Aneh ga bisa scan barcode, kocak"
1,aplikasi sangat jelek
5,Trimakasihhh ulasan ini sangat mrmbantu.
5,Keren
1,buka blokir
5,Ok
3,Kurang bagus sih
2,Aplikasi yg memaksa kehendak
4,Kenapa Pas saya mau QR Lokasi selalu gagal
5,Good
5,Terbaik
1,Peduli lindungi td bisa dibohongi hasilx akurat
1,Unblock steam knt
1,Sudah vaksin tapi sertifikat belum ada Sudah vaksin 3 tetapi sertifikat nya tidak ada di aplikasi peduli lindungi
5,Sangat membantu
5,Bagus banget buat bukti kl sdh vaksin.
1,Sebetulnya bagus.. Cuma lebih bagus lagi kalo gak ada ni apk.... Oh y kapan rencananya pemerintah mewajibkan vaksin jadi ke 4 dan ke 5.......apa nunggu tahun depan
5,Di coba dulu . Tolong tingkatkan lagi
1,"Bikin hp tambah boros trs Gara2 aplikasi seperti ini kami tdk pergi kmn pun, naik lift scan, naik lift beda lantai scan, msk k resto d dlm mall scan,pdhal sblm msk pintu msk sudah scan. Hrsnya 1x scan aja"
1,Cek sertifikat vaksin makin sulit gak seperti yang awal
1,Wow
1,Bnyk drama
1,No pelaporan 220726_hjobe Saya kapan selesainya sudah 1 bulan lebih Petugasnya di tanya sampai kapan? Di jawab masih proses mulu Payah dah
5,Markotop
5,Baik
5,Terbaik
1,"Mohon maaf, saya sudah vaksin ke 3 , tapi sertifikat belum muncul"
5,Ok
2,"Sudah beberapa waktu tidak check in dengan peduli lindungi, sekali check in error/gagal. Mohon untuk diperbaiki, karena ini berpengaruh ke mobilitas dengan commuter line. Terima kasih"
5,good
1,Game nya buriq kayak epek epek
1,Nggak tau
1,"aplikasi banyak bug, tiba tiba animasinya lambat banget, lebih lancar pihak ketiga yang langsung tembak rest api aplikasi ini,"
5,Baik sekali
5,Sangat baik
2,setelah di update jadi gk jls nih apk..susah login hmmm
5,Ok
1,Gampang dibobol datanya
5,Sangat membantu
4,"sudah vaksin booster tapi status warna pedulilindungi masih kuning setiap kali scan barcode. Tapi sertivikat vaksin booster sudah ada. Sudah saya uninstall dan install kembali, hasilnya pun sama. Ada yg bisa bantu jelaskan?"
5,Bagusan
3,"Klo bisa di update lagi, semakin baik semakin bagus"
5,Bagus
5,Baik sekali
1,Data bocor🤨
5,Memuaskan
1,Tati sarip
1,"Aplikasi tak berguna, tidak bisa klaim sertifikat."
5,Mudah di gunakan
1,"aplikasi gaguna.. suka eror gabisa dibuka, mau klaim setif vaksin aja eror"" terus gilak.."
5,Good..👌
1,Fitur cek out sudah tidak ada kenpa
1,Wkwkwk report gaes
1,Error
5,Mantul
1,"Error trus baru kemaren vaksin yang ke 3 ehh sekarang malah di kasih tiket vaksin ke 3 lagi trus di hapus sertifikat vaksin ke 3 yang udah ada, untung udah di download, gimana ini kementerian kesehatan? Nyari duit dari jualan vaksin kah? Hahha lucu:v"
5,Okeeee
5,Bagus
5,Bagud
3,Aplikasi yang cukup bagus 👍
1,Dulu udah pernah Klaim sertifikat vaksin. Tapi tiap buka apknya dan mau lihat sertifikatnya malah suruh masukin data lagi buat klaim. Gak efisien banget sih
1,Saya mau login susah banget cari hasil vaksin 1 dan 2 saya
5,Memudahkan untuk indentifikasi dan tidak ribet
4,6d
1,Skip ada kominfo
1,"Lemot, ribet bet"
1,Aplikasi nya bagus banget🥰
5,Baik
1,terimakah pedulilindungi
5,"Sangat memuaskan,jaringan cepat terrditeksi...."
5,Ini bagus banget
5,Ok
1,Nyusahin
1,kominfo aannj
1,Banyak cheater
3,UR jan di blok y sayang
1,Gak jelas
5,Mantab tapi perlu dikembangkan lagi
5,"gwehj sangat sangat berterima kasih cuy sama lu, karna gwehj sumdah dikasih walaupun bemlum vaksin awokwok"
3,Bug gak bisa check out
2,Untuk sistem tanggal lahir harus scrol terus dari tahun 2022 ke tahun 2000 itu cukup merepotkan kenapa nggak bikin pilihan opsi aja biar gampang?
5,Real
5,oke
5,Sangat membantu
1,Apk Ribet 👎 totloolllll
5,Sangat membantu akses vaksin kita
1,"Masuk pake No. Telp susah masuk angkanya, pake email dah ketik no. Verifikasi tetep nda ke buka 😭😭"
1,"Aplikasi untuk mempermudah bukan mempersusah.. Dulu gampang tinggal masukin nama dan nik udah keluar data.. Sekarang udah sering upgrade,malah makin gak jelas"
5,sangat membantu
5,Baik
5,Pagi
1,ribet banget sih ngurusin hidup orang
5,Sudah vaksin ke tiga cuma belum ada sertifikat
5,Mantap aplikasinya
5,Good
5,oke
5,"ingin bertanya, sertifikat booster sudah ada akan tetapi indikator vaksin belum berwarna hijau masih kuning saja. kenapa yaaa? vaksin booster hari minggu 31 juli 2022, tgl 1 agustus saya ke tempat vaksin karena sertifikat belum muncul. lalu ketika sertifikat sudah muncul tp masih belum warna hijau. terima kasih"
1,"Stlh update , data sertifikat vaksin 1 2 3 hilang semua , dianggap blm vaksin , cek di www sama , untung sertifikat 1 2 msh sempet di screen reco. Sdh hps memori jg data aplikasi relogin sama sj ... mhn sgrdi perbaiki krn di pake u ke mn2"
5,Ok sip
1,Apk bikin ribet hidup
5,keren
1,Apk tolol
1,Lawak blok steam
1,Tolol
4,Mntap
2,"baru kemarin pakai buat scan masuk mall, ini tadi masuk bank malah tidak bisa scan barcode"
1,Cok
5,Easy application
5,Ok
5,sangat bermanfaat
2,"Lambat banget pas buka sertifikat vaksin, mohon segera diperbaiki"
5,Bagus
1,"Aplikasi sering eror tdk bs log out, nyusahin orang kerja aja... Semoga di akhirat kalian semua ya yg kesusahan.."
5,Ok
1,Kenapa bintang 1 dikrnkan layanan ini susah diakses ketika dibutuhkan. Kesan nya pemerintah memaksakan apk. Sdgkan apk.belum maksimal baru didownload 50jt org...disana sini Mase terjd erorr PD hal apk sekelas kelembagaan negara cm para tim IT nya Mase kalah jauh ...maaf2 aj ni sama apk game spt mobile lengendaris yg pengAksesnya sdh 500jtan dan dipake setiap saat oleh org...lancar2 aj sdgkn peduli lindungi yg bisa dibilang dipake ketika dibutuhkan dan hny 50jtan bny erorrnya.MEMALUKAN
5,Mantab
5,Karna sangat membantu
1,Kenapa tdk bisa dipakai chek in . Kalo chek in selalu hasilnya chek in gagal ? Terus gimana ya ini dari apk nya atau gimana ?
1,"Sertifikat booster nya gabisa diklaim, gimana dong teman?"
4,Ok
5,"Sangat bagus & sangat membantu,teruslah berkarya,Semangat untuk Sehat"
5,Smpe saat ini sy pake aplikasi ini masih oke dan bagus' 👍👍
1,Ngrepotin doang
1,gaya elit masyarakat sulit
5,Bagus
5,Baik
4,Recommended. Mohon tambahkan fitur bisa menambah anggota keluarga sesuai Kartu Keluarga. Jadi kita bisa melihat kartu vaksin seluruh anggota keluarga kita di satu gadget. Ditunggu updatenya. Terimakasih....
1,Gak guna
5,Tetep patuhi protokol kesehatan
5,Mantapkan dan aktifkan
5,Aplikasi Bagus Bagi Indonesia. Pemerintah sangat mencintai warganya
1,Buka blokir anjeeeng
1,Burik
5,Keren
1,"Susah banget apk apaan x, sy udh vaksin tp sy ga bisa dapat sertifikat dari apk ini"
1,"Steam di blokir , tapi judi online dibiarkan, sehat pak ?"
4,Trimah ksh peduli lindungi...
1,Udah bubarin aja nih kominfo
5,Aplikasi yang Sangat membantu
1,Menu kelayakan terbang di ehaq kok gak ada. Riwayat ehaq yg pernah dibuat juga kosong padahal sy pernah bikin waktu perjalan menggunakan pesawat
1,Percuma kominfo di perpanjang 5 hari semua penarikan banyak yang gak bisa narik dana. Biasanya siang sudah masuk ini sudah lama banget.Emang kejam hidup di era sekarang
5,Mantablah pokoknya
5,Bagus sekali pelayanannya. Terima kasih.
5,Semoga bermanfaat buat masyarakat
4,"Terlalu sering update nya jadi bosen , minimal kalo ada versi baru 2th sekali ini MH belum 6 bln harus update gimana kalo yg ga ada data dan mengandalkan hospot orang lain kan kasian"
4,Mantap
5,Butuh sehat
5,Semoga update kedepan menyediakan untuk bisa diakses secara OFFLINE agar memudahkan orang yg koneksi internetnya sedang dalam masalah
1,Banyak bug
1,Aplikasi gk guna. Devloper dilarang baper 👍
3,"Gh5/?^m?? ""' """""" ""٥:$ى#$##@#####$####@###-٥##@""""'""#'''"":ؤ""ؤؤ"":$:س:ؤئئرىبص*؟؟😂😁 ?"
1,Kadang gk bisa di buka
1,Luhut mulai berulah lagi kominfo sampah
5,Terimakasih banyak sudah banyak membantu yg kesusahan
5,Ok
1,Ga jelas
1,Arti .flzbowBrbieo ow s o p pw
5,Bagus.
1,Udah instal awal'nya ok.. tp skrng malah eror gak bisa di buka.. percuma gak fungsi jg aplikasi ini...
1,Sudah vaksin ke 2 tp sertibikat ttp vakssin pertama. Jadi susah mau ngapa2.n padahal sekarang semua aplikasi dan minimal harus faksin ke 2
5,Ok
5,Siip deh
5,Semoga selalu di permudah
5,Ok
1,Mantap
5,Mantep
1,Masih banyak bug login
5,Sangat membantu
1,Nomer saya hilang dan mau log in melalui gmail tapi tetep gak bisa padahal udah pake e ktp.. percuma dong punya ektp tp gak berpengaruh apa apa
1,Udah booster dri tanggal 30 tapi sampe sekarang sertifikat nya belum muncul padahal penting
1,Balikin stean!
3,josssssoss
2,Gawe repot
5,Mantaaapp
1,"lg gabut, jd Bintang 1 aja ya 🗿"
5,Untung Gw Udah Download Peduli Lindungi👍🏻😎 Karna peduli lindungi gWehJ tIdaK TeRKeN4 M3teOR😱😱👍🏻👍🏻👍🏻😎😎😎😱😱😎😎👍🏻👍🏻😱😎🤓
2,Corona sudah hilang
1,Coba dulu
1,G guna
5,ok
1,banyak bug harleynya kadang ga bisa keluarin ulti cuma buang buang kartu remi
5,Bagus. Terima kasih
5,Sangat bermanfaat bagi semua orang
1,"Sebenarnya bagus. Tapi karena komediinfo rusuh yah bintang 1.,"
1,"Sudah 4 bulan booster, sertifikatnya tidak muncul juga, dan masih dinyatakan belum booster. Akhirnya checkin gagal terus"
2,"Kok sekarang nggak bisa terbuka aplikasinya ya? Setelah vaksin booster, data jadi eror nda muncul vaksin booster ketiga. Yg muncul 2kali vaksin pertama dan vaksin ke dua satu kali. Dan sekarang aplikasi nda bisa di buka saya sudah instal ulang tapi nggak bisa dibuka , tolong saran nya gimana caran nya ya?"
3,Ini kenapa ya kok saya gagal check-in trus?
1,Butuh uang kah maniezzz
1,KOMINFO SESAT MUSNAHKAN KOMINFO
5,Bagus
5,Mantap
1,Update terussss
5,sehat selalu
1,Bacott
1,"Makanya tolol, jangan blokir game²"
1,"Bagus, tapi emang gw aj sengaja"
1,peduli lindungi ini bikin meresahkan ga bisa masuk jadi nya kuning galau pakai ini 😔😔😔
5,Bagus bangeeeet
1,Ntahlah.
1,"vaksin LN yg diterima cuma vaksin pertama.Padahal udah vaksin LN 3x ngajuin klaim vaksin ke 2 dan 3 selalu di tolak ditolaknya ga masuk akal,padahal udah masukin data yang bener dan sesuai prosedur tapi mesti ditolak."
1,Tidur beban Bangun menyusahkan ini kok banyak bug di aplikasi nya sory bintang 1 saya kasih semoga ada updatan terbaru lagi
1,Bisnis bisnis dan bisnis
1,"Jjjelek, ga konek sama real time"
2,"Kenapa aplikasinya gabisa dibuka ya? Susah gak bisa masuk gedung2 kalo gak bisa dibuka aplikasinya. Padahal udah tak uninstall, trus install ulang. Tapi tetep gabisa dibuka"
1,Karena Produk Kominfo :v
1,Not Good
5,sangat membantu
1,wah sangat bagus sekali. padahal mau blok google juga tapi kok masih ada yaa app ny di playstore google..
